formula,atom a,atom b,lowest distortion,e_form,e_hull,mu_b,vpa,gap pbe,a,b,c,alpha,beta,gamma,e_form oxygen,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,composition_oxid,minimum oxidation state,maximum oxidation state,range oxidation state,std_dev oxidation state
V4Ag4O11,Ag,V,none,-1.6263,0.134,0.0,12.631357633643296,0.7000000000000002,8.83763038993567,8.83763038993567,7.76582900000543,103.65849241224596,103.65849241224596,24.06310628327845,0.0,Ag4 O11 V4,8.0,47.0,39.0,19.36842105263158,13.163434903047092,8.0,46.0,87.0,41.0,73.73684210526316,15.357340720221606,87.0,15.9994,107.8682,91.8688,42.69643157894737,30.912352354570636,15.9994,54.8,2183.0,2128.2,751.2905263157895,806.4627146814404,54.8,5.0,16.0,11.0,12.63157894736842,3.90027700831025,16.0,2.0,5.0,3.0,3.0526315789473686,1.218836565096953,2.0,66.0,153.0,87.0,100.94736842105264,40.46537396121884,66.0,1.63,3.44,1.81,2.741052631578947,0.8093074792243767,3.44,1.0,2.0,1.0,1.7894736842105263,0.3324099722991689,2.0,0.0,4.0,4.0,2.3157894736842106,1.950138504155125,4.0,0.0,10.0,10.0,2.736842105263158,3.168975069252078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,6.0,6.842105263157895,1.7506925207756232,6.0,0.0,1.0,1.0,0.2105263157894736,0.3324099722991689,0.0,0.0,2.0,2.0,1.1578947368421053,0.9750692520775625,2.0,0.0,7.0,7.0,1.4736842105263157,2.326869806094183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,2.8421052631578947,1.7506925207756232,2.0,9.105,16.33,7.224999999999998,11.44815789473684,2.7131301939058163,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,102.52631578947368,104.81994459833795,12.0,Ag+4 O2-11 V3+1 V5+3,-2,5,7,2.635786110641877
Ce(IO3)2,Ce,I,none,-1.6257278,0.163964,0.0,20.81560842595082,0.6169,6.134404020000813,6.134404023068584,6.751973671298608,62.98218807231174,62.98218803806301,59.99999998030835,0.0,Ce1 I2 O6,8.0,58.0,50.0,23.55555555555556,20.740740740740744,8.0,15.0,96.0,81.0,81.0,14.666666666666666,87.0,15.9994,140.116,124.11660000000002,54.43570444444444,51.24840592592593,15.9994,54.8,1071.0,1016.2,241.5,248.93333333333328,54.8,3.0,17.0,14.0,14.77777777777778,2.617283950617283,16.0,2.0,6.0,4.0,3.111111111111111,1.4814814814814814,2.0,66.0,204.0,138.0,97.55555555555556,42.07407407407407,66.0,1.12,3.44,2.32,3.008888888888889,0.5748148148148147,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,5.0,5.0,3.7777777777777777,0.8395061728395062,4.0,0.0,10.0,10.0,2.333333333333333,3.407407407407407,0.0,0.0,1.0,1.0,0.1111111111111111,0.1975308641975308,0.0,4.0,17.0,13.0,8.222222222222221,3.901234567901234,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.5555555555555556,0.5925925925925927,2.0,0.0,9.0,9.0,1.0,1.7777777777777777,0.0,0.0,13.0,13.0,1.4444444444444444,2.567901234567901,0.0,1.0,22.0,21.0,4.0,4.0,2.0,9.105,43.015,33.91,19.766666666666666,14.215555555555556,9.105,0.0,1.062,1.062,0.236,0.3671111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,43.77777777777778,42.37037037037037,12.0,Ce0+1 I0+2 O0+6,0,0,0,0.0
Tc2NiO8,Ni,Tc,none,-1.6256536,0.008398292,1.9087764,18.35770610655081,2.5301,5.130863011295845,6.309900671219697,6.309899726033392,91.8034941729711,84.0886025172587,84.08860728380668,0.0,Ni1 O8 Tc2,8.0,43.0,35.0,16.181818181818183,11.900826446280991,8.0,53.0,87.0,34.0,78.45454545454545,12.429752066115704,87.0,15.9994,98.0,82.0006,34.78987272727273,27.33159669421488,15.9994,54.8,2430.0,2375.2,638.7636363636364,849.4016528925621,54.8,7.0,16.0,9.0,13.818181818181818,3.173553719008264,16.0,2.0,5.0,3.0,2.727272727272727,1.0578512396694215,2.0,66.0,147.0,81.0,86.0,29.09090909090909,66.0,1.9,3.44,1.54,3.0209090909090905,0.6095867768595042,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.909090909090909,1.586776859504132,4.0,0.0,8.0,8.0,1.6363636363636365,2.380165289256198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,4.0,6.545454545454546,0.7933884297520664,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.4545454545454546,0.793388429752066,2.0,0.0,5.0,5.0,1.0909090909090908,1.586776859504132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,2.5454545454545454,0.8925619834710742,2.0,9.105,14.285,5.18,10.157272727272726,1.5305785123966935,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.0541267909090909,0.098412347107438,0.0,12.0,225.0,213.0,64.45454545454545,76.29752066115704,12.0,Ni2+1 O2-8 Tc7+2,-2,7,9,3.4902461491731755
Gd2Ag2O7,Ag,Gd,none,-1.6256,0.26,0.0,12.696897887668484,0.0,12.745444411806533,12.745444411806533,5.4741196,90.0,90.0,161.6922822704256,0.0,Ag2 Gd2 O7,8.0,64.0,56.0,25.272727272727277,21.98347107438017,8.0,27.0,87.0,60.0,72.0909090909091,18.975206611570247,87.0,15.9994,157.25,141.2506,58.38474545454546,53.944985123966944,15.9994,54.8,1586.0,1531.2,547.769090909091,627.4152066115703,54.8,3.0,16.0,13.0,12.727272727272728,4.1652892561983474,16.0,2.0,6.0,4.0,3.272727272727273,1.6198347107438018,2.0,66.0,196.0,130.0,104.0,48.36363636363637,66.0,1.2,3.44,2.24,2.758181818181818,0.8677685950413224,3.44,1.0,2.0,1.0,1.818181818181818,0.2975206611570248,2.0,0.0,4.0,4.0,2.5454545454545454,1.851239669421488,4.0,0.0,10.0,10.0,2.0,2.909090909090909,0.0,0.0,7.0,7.0,1.2727272727272727,2.0826446280991733,0.0,6.0,11.0,5.0,7.636363636363637,2.0826446280991737,6.0,0.0,1.0,1.0,0.1818181818181818,0.2975206611570247,0.0,0.0,2.0,2.0,1.2727272727272727,0.9256198347107438,2.0,0.0,9.0,9.0,1.6363636363636365,2.677685950413223,0.0,0.0,7.0,7.0,1.2727272727272727,2.0826446280991733,0.0,1.0,16.0,15.0,4.363636363636363,4.231404958677686,2.0,9.105,32.05,22.945,14.590454545454548,6.981487603305784,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,83.81818181818181,91.40495867768595,12.0,Ag0+2 Gd0+2 O0+7,0,0,0,0.0
Cs4MnO4,Cs,Mn,none,-1.6255014,0.00639329,6.000002,25.145916265365045,0.9423,11.690093922338754,10.27012374926748,7.508330091824381,80.59866182061944,60.081074465598185,39.32026371378237,0.0,Cs4 Mn1 O4,8.0,55.0,47.0,30.77777777777778,21.530864197530864,8.0,5.0,87.0,82.0,46.66666666666666,37.03703703703704,5.0,15.9994,132.9054519,116.9060519,72.2841614,53.88559155555556,15.9994,54.8,1519.0,1464.2,327.1733333333333,264.85037037037034,54.8,1.0,16.0,15.0,8.333333333333334,6.814814814814815,1.0,2.0,6.0,4.0,4.0,1.7777777777777777,2.0,66.0,244.0,178.0,153.22222222222223,80.69135802469135,66.0,0.79,3.44,2.65,2.052222222222222,1.23358024691358,0.79,1.0,2.0,1.0,1.5555555555555556,0.4938271604938272,1.0,0.0,4.0,4.0,1.7777777777777777,1.9753086419753088,0.0,0.0,5.0,5.0,0.5555555555555556,0.9876543209876544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,3.888888888888889,2.567901234567901,1.0,0.0,1.0,1.0,0.4444444444444444,0.4938271604938272,0.0,0.0,2.0,2.0,0.8888888888888888,0.9876543209876544,0.0,0.0,5.0,5.0,0.5555555555555556,0.9876543209876544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,1.8888888888888888,0.7901234567901234,1.0,9.105,115.765,106.66,56.6630651341,52.535053214133335,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,0.000310120689655,3.445785440611111e-05,6.125840783308641e-05,0.0,12.0,229.0,217.0,131.22222222222223,105.97530864197532,12.0,Cs+4 Mn4+1 O2-4,-2,4,6,2.0
W3NO9,N,W,none,-1.6253617,0.37558648,6.063,14.526264107216068,1.1801,7.519767737056643,7.519767737056643,7.71236897,90.0,90.0,119.99999997410414,0.0,N1 O9 W3,7.0,74.0,67.0,23.153846153846157,23.467455621301777,8.0,51.0,87.0,36.0,78.3076923076923,12.603550295857987,87.0,14.0067,183.84,169.8333,54.578561538461535,59.65912544378698,15.9994,54.8,3695.0,3640.2,895.4807692307693,1292.0857988165678,54.8,6.0,16.0,10.0,13.615384615384617,3.5147928994082847,16.0,2.0,6.0,4.0,2.923076923076923,1.4201183431952662,2.0,66.0,162.0,96.0,88.53846153846153,33.905325443786985,66.0,2.36,3.44,1.08,3.16,0.3876923076923078,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,3.0,1.3846153846153846,4.0,0.0,4.0,4.0,0.9230769230769232,1.4201183431952662,0.0,0.0,14.0,14.0,3.230769230769231,4.970414201183432,0.0,5.0,20.0,15.0,9.153846153846152,5.005917159763313,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.6153846153846154,0.7455621301775148,2.0,0.0,6.0,6.0,1.3846153846153846,2.1301775147929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.0,1.3846153846153846,2.0,9.105,16.05,6.945,11.143365384615386,2.822352071005918,9.105,0.0,6.437,6.437,0.4951538461538461,0.9141301775147928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,76.07692307692308,88.72189349112425,12.0,N3+1 O2-9 W3+1 W6+2,-2,6,8,3.113247129976625
TlGaO3,Ga,Tl,none,-1.6253256,0.062283747,8e-07,12.40766566023242,0.0851,5.401968485269349,5.402191291131506,5.816858748486007,62.32339993820021,62.32699124256115,59.99816333272651,0.0,Ga1 O3 Tl1,8.0,81.0,73.0,27.2,23.04,8.0,74.0,87.0,13.0,82.2,5.76,87.0,15.9994,204.3833,188.3839,64.42089999999999,58.1058,15.9994,54.8,577.0,522.2,208.862,184.8744,54.8,13.0,16.0,3.0,14.8,1.44,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,145.0,79.0,93.0,32.4,66.0,1.62,3.44,1.82,2.75,0.828,3.44,2.0,2.0,0.0,2.0,0.0,2.0,1.0,4.0,3.0,2.8,1.44,4.0,0.0,10.0,10.0,4.0,4.8,0.0,0.0,14.0,14.0,2.8,4.48,0.0,6.0,27.0,21.0,11.6,6.719999999999999,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.2,1.44,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.2,1.44,2.0,9.105,26.91,17.805,14.616499999999998,6.6138,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,58.8,56.15999999999999,12.0,Ga3+1 O2-3 Tl3+1,-2,3,5,2.449489742783178
MnCdO2,Cd,Mn,none,-1.6253198051077593,0.0,0.0,12.661602123737124,0.0,4.661434,4.661434,5.7092429329447,65.90594531675849,65.90594531675849,90.0,0.0,Cd1 Mn1 O2,8.0,48.0,40.0,22.25,14.25,8.0,52.0,87.0,35.0,74.0,13.0,87.0,15.9994,112.411,96.4116,49.83696125,33.83756125,15.9994,54.8,1519.0,1464.2,555.705,500.905,54.8,7.0,16.0,9.0,12.75,3.25,16.0,2.0,5.0,3.0,3.25,1.25,2.0,66.0,144.0,78.0,103.75,37.75,66.0,1.55,3.44,1.89,2.53,0.91,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0,2.0,4.0,0.0,10.0,10.0,3.75,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,6.0,7.75,2.125,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,5.0,5.0,1.25,1.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.25,1.375,2.0,9.105,19.495,10.39,12.048146551725,3.723426724137501,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,0.000310120689655,7.753017241375e-05,0.0001162952586206,0.0,12.0,217.0,205.0,108.75,96.75,12.0,Cd2+1 Mn2+1 O2-2,-2,2,4,2.0
NbAgO4,Ag,Nb,none,-1.6251863,0.3395668,1.1110876,11.401613509970216,0.0,3.55209781,3.55209781,5.42185294,90.0,90.0,90.0,0.0,Ag1 Nb1 O4,8.0,47.0,39.0,20.0,16.0,8.0,47.0,87.0,40.0,76.66666666666667,13.777777777777777,87.0,15.9994,107.8682,91.8688,44.12869666666666,37.50572888888889,15.9994,54.8,2750.0,2695.2,700.6883333333334,861.1844444444445,54.8,5.0,16.0,11.0,13.333333333333334,3.555555555555556,16.0,2.0,5.0,3.0,3.0,1.3333333333333333,2.0,66.0,164.0,98.0,95.5,39.333333333333336,66.0,1.6,3.44,1.84,2.8816666666666664,0.7444444444444445,3.44,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,2.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,4.0,0.0,10.0,10.0,2.333333333333333,3.1111111111111107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,6.0,6.666666666666667,1.4444444444444446,6.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444445,0.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,0.0,6.0,6.0,1.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,2.6666666666666665,1.4444444444444444,2.0,9.105,18.18,9.075,11.821666666666667,3.622222222222222,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,83.66666666666667,95.55555555555554,12.0,Ag3+1 Nb5+1 O2-4,-2,5,7,2.886751345948129
NpAgO3,Ag,Np,none,-1.6249,0.728,0.0,13.410948846870983,0.0,4.062654,4.062654,4.062654,90.0,90.0,90.0,0.0,Ag1 Np1 O3,8.0,93.0,85.0,32.8,29.76,8.0,22.0,87.0,65.0,69.6,20.880000000000003,87.0,15.9994,237.0,221.0006,78.57328,75.08865599999999,15.9994,54.8,1234.93,1180.13,463.2660000000001,490.15920000000006,54.8,3.0,16.0,13.0,12.4,4.32,16.0,2.0,7.0,5.0,3.6,1.9200000000000004,2.0,66.0,190.0,124.0,106.6,48.72,66.0,1.36,3.44,2.08,2.722,0.8615999999999999,3.44,1.0,2.0,1.0,1.8,0.3199999999999999,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,10.0,10.0,2.2,3.12,0.0,0.0,4.0,4.0,0.8,1.28,0.0,6.0,11.0,5.0,7.2,1.52,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,10.0,10.0,2.0,3.2,0.0,1.0,19.0,18.0,5.2,5.5200000000000005,2.0,9.105,18.45375,9.34875,12.41975,3.977699999999999,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,64.6,64.16,12.0,Ag+1 Np5+1 O2-3,-2,5,7,2.756809750418044
