formula,atom a,atom b,lowest distortion,e_form,e_hull,mu_b,vpa,gap pbe,a,b,c,alpha,beta,gamma,e_form oxygen,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,composition_oxid,minimum oxidation state,maximum oxidation state,range oxidation state,std_dev oxidation state
AlCoO3,Al,Co,none,-0.9573,1.303,0.0,9.362556786604127,0.0,3.604028,3.604028,3.604028,90.0,90.0,90.0,0.0,Al1 Co1 O3,8.0,27.0,19.0,12.8,5.76,8.0,58.0,87.0,29.0,78.4,10.32,87.0,15.9994,58.933195,42.933795,26.78258672,12.939824063999998,15.9994,54.8,1768.0,1713.2,573.1740000000001,622.0488,54.8,9.0,16.0,7.0,14.0,2.4,16.0,2.0,4.0,2.0,2.6,0.72,2.0,66.0,126.0,60.0,89.0,27.6,66.0,1.61,3.44,1.83,2.762,0.8135999999999999,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6,1.6799999999999995,4.0,0.0,7.0,7.0,1.4,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,6.0,6.0,1.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.2,1.12,2.0,0.0,3.0,3.0,0.6,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,2.8,0.96,2.0,9.105,16.48,7.375,10.808000000000002,2.268800000000001,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5484712,1.5484712,0.30969424,0.495510784,0.0,12.0,225.0,213.0,91.0,94.8,12.0,Al3+1 Co3+1 O2-3,-2,3,5,2.449489742783178
AgCO2,Ag,C,none,-0.9573,0.198,0.0,12.117396047397426,2.207,3.3725712298614243,6.251444,9.405426219772552,90.0,77.87955047302492,90.0,0.0,Ag1 C1 O2,6.0,47.0,41.0,17.25,14.875,8.0,65.0,87.0,22.0,79.0,8.0,87.0,12.0107,107.8682,95.8575,37.969425,34.9493875,15.9994,54.8,3823.0,3768.2,1291.8825000000002,1265.55875,54.8,11.0,16.0,5.0,14.25,1.75,16.0,2.0,5.0,3.0,2.75,1.125,2.0,66.0,145.0,79.0,88.25,28.375,66.0,1.93,3.44,1.51,2.84,0.6000000000000001,3.44,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.5,1.5,4.0,0.0,10.0,10.0,2.5,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,7.0,6.75,2.125,6.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,4.0,4.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.25,0.875,2.0,5.64,16.33,10.689999999999998,10.045,3.142499999999999,9.105,0.0,4.496,4.496,1.124,1.6860000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,110.75,98.75,12.0,Ag+1 C3+1 O2-2,-2,3,5,2.1213203435596424
VPtO3,Pt,V,none,-0.9570427752500008,0.0,0.0,11.09038397355354,0.0,3.81334,3.81334,3.81334,90.0,90.0,90.0,0.0,O3 Pt1 V1,8.0,78.0,70.0,25.0,21.2,8.0,46.0,87.0,41.0,74.0,15.6,87.0,15.9994,195.084,179.0846,58.80474,54.51170400000001,15.9994,54.8,2183.0,2128.2,877.76,987.552,54.8,5.0,16.0,11.0,12.6,4.08,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,153.0,87.0,97.4,37.68,66.0,1.63,3.44,1.81,2.846,0.7128,3.44,1.0,2.0,1.0,1.8,0.3199999999999999,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,9.0,9.0,2.4,2.88,0.0,0.0,14.0,14.0,2.8,4.48,0.0,5.0,24.0,19.0,9.4,5.840000000000001,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,7.0,7.0,1.6,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,3.0,1.6,2.0,9.105,15.02,5.914999999999999,11.069,2.3568,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,98.0,103.2,12.0,O2-3 Pt2+1 V4+1,-2,4,6,2.5298221281347035
TlReO2,Re,Tl,none,-0.95640653,0.544327,1e-07,15.863025147382285,0.0,8.021898778340624,8.021898778971435,8.021898778971435,21.99031359152504,21.990313556303317,21.990313556303317,0.0,O2 Re1 Tl1,8.0,81.0,73.0,43.0,35.0,8.0,54.0,87.0,33.0,76.0,11.0,87.0,15.9994,204.3833,188.3839,105.647275,89.647875,15.9994,54.8,3459.0,3404.2,1036.4,1211.3000000000002,54.8,7.0,16.0,9.0,13.0,3.0,16.0,2.0,6.0,4.0,4.0,2.0,2.0,66.0,151.0,85.0,107.0,41.0,66.0,1.62,3.44,1.82,2.6,0.84,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.25,1.75,4.0,0.0,10.0,10.0,3.75,3.75,0.0,0.0,14.0,14.0,7.0,7.0,0.0,6.0,27.0,21.0,15.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.25,1.375,2.0,0.0,5.0,5.0,1.25,1.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.5,1.5,2.0,9.105,26.91,17.805,14.94375,5.983125000000001,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,103.0,91.0,12.0,O2-2 Re3+1 Tl+1,-2,3,5,2.1213203435596424
TlSbO3,Sb,Tl,none,-0.9563129519166664,0.0,0.0,26.024884551350837,0.0,11.992352492564,6.131959375204716,7.211124679052637,62.32626270155345,143.11063436504972,99.62165617154464,0.0,O3 Sb1 Tl1,8.0,81.0,73.0,31.2,27.84,8.0,76.0,87.0,11.0,84.4,3.3599999999999968,87.0,15.9994,204.3833,188.3839,74.82829999999998,70.59468,15.9994,54.8,903.78,848.98,329.03599999999994,329.0831999999999,54.8,13.0,16.0,3.0,15.2,0.9600000000000002,16.0,2.0,6.0,4.0,3.4,1.6799999999999995,2.0,66.0,145.0,79.0,96.4,36.48,66.0,1.62,3.44,1.82,2.7980000000000005,0.7703999999999999,3.44,2.0,2.0,0.0,2.0,0.0,2.0,1.0,4.0,3.0,3.2,0.96,4.0,0.0,10.0,10.0,4.0,4.8,0.0,0.0,14.0,14.0,2.8,4.48,0.0,6.0,27.0,21.0,12.0,7.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,2.8,0.96,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,2.8,0.96,2.0,9.105,31.56,22.455,17.157,9.6624,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,79.2,80.64000000000001,12.0,O2-3 Sb5+1 Tl+1,-2,5,7,2.756809750418044
KPtO3,K,Pt,none,-0.9556497078499996,0.0,0.0,13.250735147892106,0.0,4.046411,4.046411,4.046411,90.0,90.0,90.0,0.0,K1 O3 Pt1,8.0,78.0,70.0,24.2,21.52,8.0,3.0,87.0,84.0,65.4,25.92,87.0,15.9994,195.084,179.0846,56.4361,55.45916,15.9994,54.8,2041.4,1986.6,508.466,613.1736000000001,54.8,1.0,16.0,15.0,11.8,5.04,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,203.0,137.0,107.4,49.68,66.0,0.82,3.44,2.62,2.684,0.9072,3.44,1.0,2.0,1.0,1.6,0.48,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,14.0,14.0,2.8,4.48,0.0,1.0,24.0,23.0,8.6,6.159999999999999,6.0,0.0,1.0,1.0,0.4,0.4800000000000001,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.8,0.3199999999999999,2.0,9.105,73.1066666667,64.00166666669999,23.08833333334,20.007333333343997,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,98.0,103.2,12.0,K0+1 O0+3 Pt0+1,0,0,0,0.0
Mn2Ag2O7,Ag,Mn,none,-0.9555,0.121,0.0,10.836779548026342,0.0,6.853559,6.966938793815401,6.966938393363759,60.72471865440436,60.53689719165886,60.53689905211719,0.0,Ag2 Mn2 O7,8.0,47.0,39.0,18.181818181818183,12.958677685950414,8.0,52.0,87.0,35.0,76.63636363636364,13.190082644628095,87.0,15.9994,107.8682,91.8688,39.78257181818182,30.26949140495868,15.9994,54.8,1519.0,1464.2,535.5872727272728,611.9110743801652,54.8,7.0,16.0,9.0,13.454545454545457,3.239669421487603,16.0,2.0,5.0,3.0,2.909090909090909,1.1570247933884297,2.0,66.0,145.0,79.0,93.63636363636364,35.17355371900827,66.0,1.55,3.44,1.89,2.821818181818182,0.7867768595041322,3.44,1.0,2.0,1.0,1.818181818181818,0.2975206611570248,2.0,0.0,4.0,4.0,2.5454545454545454,1.851239669421488,4.0,0.0,10.0,10.0,2.727272727272727,3.4710743801652897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,5.0,7.090909090909091,1.421487603305785,6.0,0.0,1.0,1.0,0.1818181818181818,0.2975206611570247,0.0,0.0,2.0,2.0,1.2727272727272727,0.9256198347107438,2.0,0.0,5.0,5.0,0.9090909090909092,1.487603305785124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.363636363636364,0.9586776859504134,2.0,9.105,16.33,7.224999999999998,10.670015673981815,2.058176118552065,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,0.000310120689655,5.638557993727273e-05,9.226731262462808e-05,0.0,12.0,225.0,213.0,88.0,96.72727272727272,12.0,Ag+1 Ag3+1 Mn3+1 Mn7+1 O2-7,-2,7,9,2.9541957835039856
MnClO2,Cl,Mn,none,-0.9548753,0.53420115,-4.000002,16.888833651889392,0.0,5.71190945,5.71190945,5.784682911400991,60.41528999032662,60.41528999032662,90.0,0.0,Cl1 Mn1 O2,8.0,25.0,17.0,14.5,6.5,8.0,52.0,94.0,42.0,80.0,14.0,87.0,15.9994,54.938045,38.938645,30.59746125,14.59806125,15.9994,54.8,1519.0,1464.2,450.05,534.475,54.8,7.0,17.0,10.0,14.0,3.5,16.0,2.0,4.0,2.0,2.75,0.75,2.0,66.0,139.0,73.0,93.25,27.25,66.0,1.55,3.44,1.89,2.8975,0.6737500000000001,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,5.0,5.0,3.25,1.625,4.0,0.0,5.0,5.0,1.25,1.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,1.0,6.5,0.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.25,0.75,2.0,0.0,5.0,5.0,1.25,1.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.5,1.25,2.0,9.105,24.4975,15.392499999999998,13.298771551725,5.599364224137499,9.105,0.0,2.493,2.493,0.62325,0.934875,0.0,0.0,0.000310120689655,0.000310120689655,7.753017241375e-05,0.0001162952586206,0.0,12.0,217.0,205.0,76.25,70.375,12.0,Cl0+1 Mn0+1 O0+2,0,0,0,0.0
GaAgO3,Ag,Ga,none,-0.9546,0.23,0.0,12.13005438239799,0.0,4.963859,5.109565,9.565097,90.0,90.0,90.0,0.0,Ag1 Ga1 O3,8.0,47.0,39.0,20.4,14.88,8.0,65.0,87.0,22.0,80.0,8.4,87.0,15.9994,107.8682,91.8688,45.11788,34.942176,15.9994,54.8,1234.93,1180.13,340.44800000000004,357.7928,54.8,11.0,16.0,5.0,14.4,1.92,16.0,2.0,5.0,3.0,3.0,1.2,2.0,66.0,145.0,79.0,93.0,32.4,66.0,1.81,3.44,1.63,2.8120000000000003,0.7535999999999999,3.44,1.0,2.0,1.0,1.8,0.3199999999999999,2.0,0.0,4.0,4.0,2.6,1.6799999999999995,4.0,0.0,10.0,10.0,4.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,7.0,8.4,2.88,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,5.0,5.0,2.2,1.12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.4,1.0399999999999998,2.0,9.105,18.8575,9.7525,12.5005,4.074599999999999,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,65.0,64.0,12.0,Ag3+1 Ga3+1 O2-3,-2,3,5,2.449489742783178
YbAlO3,Al,Yb,none,-0.9543,2.15,0.0,13.462123672671115,0.0,4.067815,4.067815,4.067815,90.0,90.0,90.0,0.0,Al1 O3 Yb1,8.0,70.0,62.0,21.4,19.44,8.0,39.0,87.0,48.0,74.6,14.88,87.0,15.9994,173.054,157.0546,49.60674772,49.37890091199999,15.9994,54.8,1092.0,1037.2,437.974,459.8088,54.8,3.0,16.0,13.0,12.8,3.92,16.0,2.0,6.0,4.0,3.0,1.2,2.0,66.0,187.0,121.0,101.2,42.24,66.0,1.26,3.44,2.18,2.638,0.9624,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6,1.6799999999999995,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,2.8,4.48,0.0,3.0,16.0,13.0,7.4,3.4400000000000004,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.2,1.12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.2,1.12,2.0,9.105,34.12,25.015,15.582999999999998,7.773599999999999,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,97.2,102.24,12.0,Al3+1 O2-3 Yb3+1,-2,3,5,2.449489742783178
