formula,atom a,atom b,lowest distortion,e_form,e_hull,mu_b,vpa,gap pbe,a,b,c,alpha,beta,gamma,e_form oxygen,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,composition_oxid,minimum oxidation state,maximum oxidation state,range oxidation state,std_dev oxidation state
ZnAgO3,Ag,Zn,none,-0.4162,0.384,0.0,11.73326435610825,0.0,6.923429640690225,6.923429640690225,6.923429640690225,60.00000000000001,60.00000000000001,60.00000000000001,0.0,Ag1 O3 Zn1,8.0,47.0,39.0,20.2,14.639999999999995,8.0,65.0,87.0,22.0,79.0,9.6,87.0,15.9994,107.8682,91.8688,44.24928,33.899856,15.9994,54.8,1234.93,1180.13,418.40199999999993,436.3224,54.8,11.0,16.0,5.0,14.2,2.16,16.0,2.0,5.0,3.0,3.0,1.2,2.0,66.0,145.0,79.0,93.0,32.4,66.0,1.65,3.44,1.79,2.78,0.7919999999999999,3.44,1.0,2.0,1.0,1.8,0.3199999999999999,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,10.0,10.0,4.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,6.0,8.2,2.64,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.4,0.72,2.0,9.105,16.33,7.224999999999998,11.521,2.8992,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,91.0,94.8,12.0,Ag0+1 O0+3 Zn0+1,0,0,0,0.0
LiIO,I,Li,none,-0.415931350694444,0.0,0.0,19.651435809270875,0.0,4.087217,3.529069,4.087217,90.0,90.0,90.0,0.0,I1 Li1 O1,3.0,53.0,50.0,21.33333333333333,21.11111111111111,3.0,1.0,96.0,95.0,61.333333333333336,40.22222222222222,1.0,6.941,126.90447,119.96347,49.94829000000001,51.304120000000005,6.941,54.8,453.69,398.89,298.44666666666666,162.4311111111111,54.8,1.0,17.0,16.0,11.333333333333334,6.888888888888888,1.0,2.0,5.0,3.0,3.0,1.3333333333333333,2.0,66.0,139.0,73.0,111.0,30.0,66.0,0.98,3.44,2.46,2.36,0.92,0.98,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,1.0,0.0,5.0,5.0,3.0,2.0,0.0,0.0,10.0,10.0,3.333333333333333,4.444444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,16.0,8.0,6.0,1.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444444,0.0,0.0,2.0,2.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.3333333333333333,0.4444444444444444,1.0,9.105,43.015,33.91,22.90444444443333,13.407037037044446,9.105,0.0,1.062,1.062,0.354,0.472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,101.66666666666669,84.8888888888889,12.0,I0+1 Li0+1 O0+1,0,0,0,0.0
BaTiO3,Ba,Ti,none,-0.4155492659166668,0.0,0.0,20.097834696934743,0.0,4.649145,4.649145,4.649145,90.0,90.0,90.0,0.0,Ba1 O3 Ti1,8.0,56.0,48.0,20.4,14.88,8.0,9.0,87.0,78.0,62.6,29.279999999999998,87.0,15.9994,137.327,121.3276,46.63844,36.766848,15.9994,54.8,1941.0,1886.2,621.08,679.5360000000001,54.8,2.0,16.0,14.0,10.8,6.24,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,215.0,149.0,114.6,58.32000000000001,66.0,0.89,3.44,2.55,2.55,1.068,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,2.0,2.0,0.4,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.8,1.44,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,8.0,8.0,1.6,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,2.8,2.08,2.0,9.105,63.59,54.485,21.519,16.828399999999995,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,4.50666666666e-06,7.210666666656e-06,0.0,12.0,229.0,217.0,91.8,95.76,12.0,Ba2+1 O2-3 Ti4+1,-2,4,6,2.5298221281347035
SrAlO3,Al,Sr,none,-0.4144,2.559,0.0,16.628309343504213,0.0,4.364548929,4.364548929,4.364548929,90.0,90.0,90.0,0.0,Al1 O3 Sr1,8.0,38.0,30.0,15.0,9.2,8.0,8.0,87.0,79.0,68.4,24.16,87.0,15.9994,87.62,71.62060000000001,32.51994772,22.040020912,15.9994,54.8,1050.0,995.2,429.574,449.7288,54.8,2.0,16.0,14.0,12.6,4.24,16.0,2.0,5.0,3.0,2.8,0.96,2.0,66.0,195.0,129.0,102.8,44.16,66.0,0.95,3.44,2.49,2.576,1.0368,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6,1.6799999999999995,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.6,1.6800000000000002,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.2,1.12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.2,1.12,2.0,9.105,54.23,45.125,19.605,13.85,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,97.2,102.24,12.0,Al0+1 O0+3 Sr0+1,0,0,0,0.0
Bi(IO)2,Bi,I,none,-0.41420022,0.56067145,0.0,27.65293771780332,0.0,4.36952936,4.36952936,7.24172379,90.0,90.0,90.0,0.0,Bi1 I2 O2,8.0,83.0,75.0,41.0,26.4,8.0,86.0,96.0,10.0,90.4,4.480000000000001,87.0,15.9994,208.9804,192.981,98.957628,66.3665824,15.9994,54.8,544.4,489.6,285.54,184.592,54.8,15.0,17.0,2.0,16.2,0.6399999999999999,16.0,2.0,6.0,4.0,4.0,1.6,2.0,66.0,148.0,82.0,111.6,36.48,66.0,2.02,3.44,1.42,2.844,0.4767999999999999,2.66,2.0,2.0,0.0,2.0,0.0,2.0,3.0,5.0,2.0,4.2,0.64,4.0,0.0,10.0,10.0,6.0,4.8,0.0,0.0,14.0,14.0,2.8,4.48,0.0,6.0,29.0,23.0,15.0,7.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.8,0.6399999999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.8,0.6399999999999999,1.0,9.105,43.015,33.91,27.438,14.6664,9.105,0.0,1.062,1.062,0.4248,0.50976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,64.0,52.0,32.8,24.96,12.0,Bi0+1 I0+2 O0+2,0,0,0,0.0
PdNO4,N,Pd,none,-0.41377333,0.41357392,0.6802255,14.81890699071679,0.0,5.966734959281871,4.8445789,7.249745981101331,109.51907073676033,114.22104865603566,90.0,0.0,N1 O4 Pd1,7.0,46.0,39.0,14.166666666666666,10.61111111111111,8.0,62.0,87.0,25.0,82.0,6.666666666666667,87.0,14.0067,106.42,92.4133,30.737383333333337,25.22753888888889,15.9994,54.8,1828.05,1773.25,351.7166666666667,492.1111111111112,54.8,10.0,16.0,6.0,14.833333333333334,1.6111111111111107,16.0,2.0,5.0,3.0,2.5,0.8333333333333334,2.0,66.0,139.0,73.0,79.0,20.0,66.0,2.2,3.44,1.2399999999999998,3.1666666666666665,0.3644444444444444,3.44,0.0,2.0,2.0,1.6666666666666667,0.5555555555555555,2.0,0.0,4.0,4.0,3.1666666666666665,1.1111111111111112,4.0,0.0,10.0,10.0,1.6666666666666667,2.777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,5.0,6.5,1.1666666666666667,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.8333333333333333,0.6111111111111112,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.8333333333333333,0.6111111111111112,2.0,9.105,14.76875,5.66375,10.933125,2.4375,9.105,0.0,6.437,6.437,1.0728333333333333,1.7880555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,77.83333333333333,87.77777777777779,12.0,N0+1 O0+4 Pd0+1,0,0,0,0.0
NaAgO3,Ag,Na,none,-0.4136306698936778,0.0,0.0,13.90982767952886,0.0,4.112418,4.112418,4.112418,90.0,90.0,90.0,0.0,Ag1 Na1 O3,8.0,47.0,39.0,16.4,12.239999999999998,8.0,2.0,87.0,85.0,65.6,25.68,87.0,15.9994,107.8682,91.8688,35.771233855999995,28.8387864576,15.9994,54.8,1234.93,1180.13,354.0400000000001,359.088,54.8,1.0,16.0,15.0,12.0,4.8,16.0,2.0,5.0,3.0,2.8,0.96,2.0,66.0,166.0,100.0,101.8,42.96,66.0,0.93,3.44,2.51,2.636,0.9648,3.44,1.0,2.0,1.0,1.6,0.48,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,10.0,6.0,2.0,6.0,0.0,1.0,1.0,0.4,0.4800000000000001,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.6,0.48,2.0,9.105,29.2433333333,20.1383333333,14.57766666666,6.567199999991999,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,98.0,103.2,12.0,Ag0+1 Na0+1 O0+3,0,0,0,0.0
TcClO2,Cl,Tc,none,-0.41353717,1.2221516,0.2206577,15.094064949605158,0.0,8.64755859996477,8.647558600472397,8.647558600472397,19.076902012638275,19.076902040515765,19.076902040515765,0.0,Cl1 O2 Tc1,8.0,43.0,35.0,19.0,12.0,8.0,53.0,94.0,41.0,80.25,13.625,87.0,15.9994,98.0,82.0006,41.36295,28.318525,15.9994,54.8,2430.0,2375.2,677.8,876.0999999999999,54.8,7.0,17.0,10.0,14.0,3.5,16.0,2.0,5.0,3.0,3.0,1.0,2.0,66.0,147.0,81.0,95.25,29.25,66.0,1.9,3.44,1.54,2.985,0.5425000000000001,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,5.0,5.0,3.25,1.625,4.0,0.0,5.0,5.0,1.25,1.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,1.0,6.5,0.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.25,0.75,2.0,0.0,5.0,5.0,1.25,1.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.5,1.25,2.0,9.105,24.4975,15.392499999999998,14.248124999999998,5.143125,9.105,0.0,2.493,2.493,0.62325,0.934875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,70.5,61.75,12.0,Cl0+1 O0+2 Tc0+1,0,0,0,0.0
FeRuO2,Fe,Ru,none,-0.41352454,1.0022782,4.3226924,10.02770710573179,0.0,3.84230830800536,3.84230830800536,3.84230830800536,59.99999999999999,59.99999999999999,59.99999999999999,0.0,Fe1 O2 Ru1,8.0,44.0,36.0,21.5,13.5,8.0,55.0,87.0,32.0,71.25,15.75,87.0,15.9994,101.07,85.0706,47.22845,31.22905,15.9994,54.8,2607.0,2552.2,1131.9,1077.1,54.8,8.0,16.0,8.0,12.0,4.0,16.0,2.0,5.0,3.0,3.25,1.25,2.0,66.0,146.0,80.0,102.5,36.5,66.0,1.83,3.44,1.61,2.7275,0.7124999999999999,3.44,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.0,2.0,4.0,0.0,7.0,7.0,3.25,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,7.0,1.0,6.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,4.0,4.0,1.75,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,1.0,2.0,9.105,13.51,4.404999999999999,10.6125,1.5074999999999998,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.5276657,0.79149855,0.0,12.0,229.0,217.0,111.75,99.75,12.0,Fe2+1 O2-2 Ru2+1,-2,2,4,2.0
KAgO3,Ag,K,none,-0.4132,0.38,0.0,14.777844996837468,0.413,7.476850554492437,7.476850554492437,7.476850554492437,60.00000000000001,60.00000000000001,60.00000000000001,0.0,Ag1 K1 O3,8.0,47.0,39.0,18.0,12.0,8.0,3.0,87.0,84.0,65.8,25.44,87.0,15.9994,107.8682,91.8688,38.99294,27.592247999999994,15.9994,54.8,1234.93,1180.13,347.172,355.1032,54.8,1.0,16.0,15.0,12.0,4.8,16.0,2.0,5.0,3.0,3.0,1.2,2.0,66.0,203.0,137.0,109.2,51.84000000000001,66.0,0.82,3.44,2.62,2.614,0.9912,3.44,1.0,2.0,1.0,1.6,0.48,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,10.0,6.0,2.0,6.0,0.0,1.0,1.0,0.4,0.4800000000000001,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.6,0.48,2.0,9.105,73.1066666667,64.00166666669999,23.35033333334,19.902533333344,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,98.0,103.2,12.0,Ag0+1 K0+1 O0+3,0,0,0,0.0
