formula,atom a,atom b,lowest distortion,e_form,e_hull,mu_b,vpa,gap pbe,a,b,c,alpha,beta,gamma,e_form oxygen,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,composition_oxid,minimum oxidation state,maximum oxidation state,range oxidation state,std_dev oxidation state
Ac4P6O,Ac,P,none,-1.1627,0.388,0.0,29.620210225142248,0.0,6.715018,9.793246,9.909163,90.0,90.0,90.0,0.0,Ac4 O1 P6,8.0,89.0,81.0,41.27272727272727,34.71074380165289,15.0,14.0,87.0,73.0,58.27272727272727,32.19834710743802,83.0,15.9994,227.0,211.0006,100.89472472727276,91.7129274710744,30.973762,54.8,1323.0,1268.2,659.1454545454545,482.803305785124,317.3,3.0,16.0,13.0,10.727272727272728,5.619834710743802,15.0,2.0,7.0,5.0,4.363636363636363,1.9173553719008265,3.0,66.0,215.0,149.0,142.54545454545453,52.69421487603304,107.0,1.1,3.44,2.34,1.9072727272727272,0.5871074380165289,2.19,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0,1.4545454545454546,3.0,0.0,1.0,1.0,0.3636363636363636,0.4628099173553719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,4.363636363636363,0.9917355371900828,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.818181818181818,1.322314049586777,3.0,0.0,9.0,9.0,3.272727272727273,4.165289256198347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,5.090909090909091,2.84297520661157,3.0,9.105,44.5125,35.4075,29.32512987010909,11.045360094466115,22.5702380952,0.0,1.625,1.625,0.8863636363636364,0.8057851239669421,1.625,0.0,0.0,0.0,0.0,0.0,0.0,2.0,225.0,223.0,84.0,102.54545454545456,2.0,Ac3+4 O2-1 P5+1 P3-5,-3,5,8,3.1622776601683795
NpAlO3,Al,Np,none,-3.5024,0.002,0.0,10.629390719726675,2.622,5.307415797893077,5.307415797893077,5.30741598054232,60.2421358924368,60.2421358924368,60.24213022253832,0.0,Al1 Np1 O3,8.0,93.0,85.0,26.0,26.8,8.0,22.0,87.0,65.0,71.2,19.68,87.0,15.9994,237.0,221.0006,62.39594772,69.841620912,15.9994,54.8,933.47,878.6700000000001,402.974,417.8088,54.8,3.0,16.0,13.0,12.8,3.92,16.0,2.0,7.0,5.0,3.2,1.52,2.0,66.0,190.0,124.0,101.8,42.96,66.0,1.36,3.44,2.08,2.6580000000000004,0.9384,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6,1.6799999999999995,4.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,4.0,4.0,0.8,1.28,0.0,3.0,7.0,4.0,5.6,1.0400000000000005,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.2,1.12,2.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,10.0,10.0,2.0,3.2,0.0,2.0,19.0,17.0,6.0,5.2,2.0,9.105,18.45375,9.34875,12.44975,4.0137,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,64.6,64.16,12.0,Al0+1 Np0+1 O0+3,0,0,0,0.0
Ac2AsO2,Ac,As,none,-1.6581,1.17,0.0,28.519950223494284,0.0,6.11358261,6.113582610524142,4.405513798,90.0,90.0,119.99999999716393,0.0,Ac2 As1 O2,8.0,89.0,81.0,45.4,34.879999999999995,8.0,14.0,87.0,73.0,57.2,34.56,14.0,15.9994,227.0,211.0006,112.18408,91.852736,15.9994,54.8,1323.0,1268.2,769.12,571.4559999999999,54.8,3.0,16.0,13.0,10.6,6.08,3.0,2.0,7.0,5.0,4.4,2.08,2.0,66.0,215.0,149.0,136.2,63.04,66.0,1.1,3.44,2.34,2.252,0.9504,1.1,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.2,1.7600000000000002,0.0,0.0,10.0,10.0,2.4,3.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,12.0,6.6,3.3599999999999994,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.4,1.12,0.0,0.0,9.0,9.0,3.6,4.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,5.0,3.2,2.0,9.105,44.5125,35.4075,25.882,14.9044,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,128.0,92.8,12.0,Ac3+2 As2-1 O2-2,-2,3,5,2.449489742783178
Er2Ag2O5,Ag,Er,none,-1.6146,0.69,0.0,12.916529645313098,0.0,6.951578,4.089333,4.089333,90.0,90.0,90.0,0.0,Ag2 Er2 O5,8.0,68.0,60.0,30.0,24.444444444444443,8.0,35.0,87.0,52.0,70.55555555555556,18.271604938271608,87.0,15.9994,167.259,151.25959999999998,70.02793333333334,60.0317037037037,15.9994,54.8,1770.0,1715.2,698.2066666666667,714.8962962962964,54.8,3.0,16.0,13.0,12.0,4.444444444444445,16.0,2.0,6.0,4.0,3.555555555555556,1.728395061728395,2.0,66.0,189.0,123.0,110.88888888888889,49.876543209876544,66.0,1.24,3.44,2.2,2.6155555555555554,0.9160493827160492,3.44,1.0,2.0,1.0,1.7777777777777777,0.345679012345679,2.0,0.0,4.0,4.0,2.2222222222222223,1.9753086419753088,4.0,0.0,10.0,10.0,2.2222222222222223,3.45679012345679,0.0,0.0,12.0,12.0,2.6666666666666665,4.148148148148148,0.0,6.0,14.0,8.0,8.88888888888889,3.2098765432098766,6.0,0.0,1.0,1.0,0.2222222222222222,0.345679012345679,0.0,0.0,2.0,2.0,1.1111111111111112,0.9876543209876544,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.4444444444444444,0.691358024691358,0.0,1.0,2.0,1.0,1.7777777777777777,0.345679012345679,2.0,9.105,30.585,21.48,15.483888888888892,7.087654320987655,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,99.77777777777776,97.53086419753087,12.0,Ag+1 Ag3+1 Er3+2 O2-5,-2,3,5,2.309401076758503
Al(GaO2)2,Al,Ga,none,-2.1033,0.324,0.0,10.610315457215195,0.0,5.944641760205992,5.944641760205992,5.944641760205992,120.00087352674218,89.99848701395955,120.00087352674218,0.0,Al1 Ga2 O4,8.0,31.0,23.0,15.285714285714286,8.979591836734695,8.0,73.0,87.0,14.0,81.28571428571429,6.530612244897958,87.0,15.9994,69.723,53.7236,32.91787694285714,21.03149888979592,15.9994,54.8,933.47,878.6700000000001,251.2128571428572,224.47183673469388,54.8,13.0,16.0,3.0,14.714285714285714,1.469387755102041,16.0,2.0,4.0,2.0,2.7142857142857144,0.8163265306122449,2.0,66.0,122.0,56.0,89.85714285714286,27.26530612244898,66.0,1.61,3.44,1.83,2.712857142857143,0.8310204081632653,3.44,2.0,2.0,0.0,2.0,0.0,2.0,1.0,4.0,3.0,2.7142857142857144,1.469387755102041,4.0,0.0,10.0,10.0,2.857142857142857,4.081632653061225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,10.0,7.571428571428571,3.102040816326531,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.2857142857142856,1.469387755102041,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.2857142857142856,1.469387755102041,2.0,9.105,18.8575,9.7525,12.945000000000002,4.38857142857143,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,57.285714285714285,51.75510204081633,12.0,Al3+1 Ga2+1 Ga3+1 O2-4,-2,3,5,2.32992949004287
AgSbO3,Ag,Sb,none,-0.52,0.762,0.0,13.721918734464577,0.0,3.972604,3.972604,4.347447,90.0,90.0,90.0,0.0,Ag1 O3 Sb1,8.0,51.0,43.0,24.4,19.68,8.0,65.0,87.0,22.0,82.2,6.879999999999998,87.0,15.9994,121.76,105.7606,55.52528,47.431056,15.9994,54.8,1234.93,1180.13,460.622,486.9864,54.8,11.0,16.0,5.0,14.8,1.5199999999999996,16.0,2.0,5.0,3.0,3.2,1.44,2.0,66.0,145.0,79.0,96.4,36.48,66.0,1.93,3.44,1.51,2.8600000000000003,0.696,3.44,1.0,2.0,1.0,1.8,0.3199999999999999,2.0,0.0,4.0,4.0,3.0,1.2,4.0,0.0,10.0,10.0,4.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,9.0,8.8,3.3600000000000003,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,3.0,3.0,1.8,0.72,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,0.4,2.0,9.105,31.56,22.455,15.041,7.1232,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,85.4,88.08,12.0,Ag+1 O2-3 Sb5+1,-2,5,7,2.756809750418044
NiAgO3,Ag,Ni,none,-0.3725,0.291,0.0,10.552174221971338,0.0,5.121923,5.322831,7.740985,90.0,90.0,90.0,0.0,Ag1 Ni1 O3,8.0,47.0,39.0,19.8,14.160000000000002,8.0,61.0,87.0,26.0,77.4,11.52,87.0,15.9994,107.8682,91.8688,42.91196,32.295072000000005,15.9994,54.8,1728.0,1673.2,625.4660000000001,684.7992,54.8,10.0,16.0,6.0,13.8,2.64,16.0,2.0,5.0,3.0,3.0,1.2,2.0,66.0,145.0,79.0,93.4,32.88,66.0,1.91,3.44,1.53,2.832,0.7296,3.44,1.0,2.0,1.0,1.8,0.3199999999999999,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,10.0,10.0,3.6,4.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,5.0,7.8,2.16,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,2.0,2.0,0.4,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.8,0.3199999999999999,2.0,9.105,16.33,7.224999999999998,10.793,2.2148,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.11907894,0.190526304,0.0,12.0,225.0,213.0,97.2,102.24,12.0,Ag3+1 Ni3+1 O2-3,-2,3,5,2.449489742783178
Ca2Ac2O5,Ac,Ca,none,-2.6953,0.714,0.0,19.84469204231973,0.0,8.288609,4.641973,4.641973,90.0,90.0,90.0,0.0,Ac2 Ca2 O5,8.0,89.0,81.0,28.666666666666668,26.814814814814817,8.0,7.0,87.0,80.0,53.0,37.77777777777778,87.0,15.9994,227.0,211.0006,68.23922222222221,70.56034567901233,15.9994,54.8,1323.0,1268.2,572.2222222222222,574.9135802469136,54.8,2.0,16.0,14.0,10.0,6.666666666666667,16.0,2.0,7.0,5.0,3.555555555555556,1.728395061728395,2.0,66.0,215.0,149.0,123.55555555555556,63.95061728395061,66.0,1.0,3.44,2.44,2.3777777777777778,1.180246913580247,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.2222222222222223,1.9753086419753088,4.0,0.0,1.0,1.0,0.2222222222222222,0.345679012345679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.444444444444445,1.728395061728395,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.1111111111111112,0.9876543209876544,2.0,0.0,9.0,9.0,2.0,3.111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,3.111111111111111,2.617283950617284,2.0,9.105,44.5125,35.4075,23.343333333333334,15.82037037037037,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,106.66666666666669,105.1851851851852,12.0,Ac3+2 Ca2+2 O2-5,-2,3,5,2.260776661041756
AcMnO3,Ac,Mn,none,-2.7922,0.126,0.0,15.218029518039712,0.0,6.683063207227131,6.683063207227131,11.802866,90.0,90.0,119.9976162402192,0.0,Ac1 Mn1 O3,8.0,89.0,81.0,27.6,24.56,8.0,14.0,87.0,73.0,65.4,25.92,87.0,15.9994,227.0,211.0006,65.98724899999999,64.4051004,15.9994,54.8,1519.0,1464.2,601.28,655.7760000000001,54.8,3.0,16.0,13.0,11.6,5.279999999999999,16.0,2.0,7.0,5.0,3.4,1.6799999999999995,2.0,66.0,215.0,149.0,110.4,53.28,66.0,1.1,3.44,2.34,2.5940000000000003,1.0151999999999997,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,5.0,5.0,1.2,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.6,1.0400000000000005,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,2.8,3.3599999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,4.0,2.4,2.0,9.105,44.5125,35.4075,16.46301724138,11.219793103448,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,0.000310120689655,6.2024137931e-05,9.92386206896e-05,0.0,12.0,225.0,213.0,95.6,100.32,12.0,Ac3+1 Mn3+1 O2-3,-2,3,5,2.449489742783178
Ag2SO4,Ag,S,none,-1.1339,0.0,0.0,13.43908972465334,1.458,5.790008,5.87824614090436,6.980396024915778,101.78583065003131,114.50253415749202,60.49532871072302,0.0,Ag2 O4 S1,8.0,47.0,39.0,20.285714285714285,15.26530612244898,8.0,65.0,88.0,23.0,80.85714285714286,9.061224489795917,87.0,15.9994,107.8682,91.8688,44.54271428571428,36.18599183673469,15.9994,54.8,1234.93,1180.13,439.63142857142856,454.4563265306123,54.8,11.0,16.0,5.0,14.571428571428571,2.0408163265306123,16.0,2.0,5.0,3.0,3.0,1.1428571428571428,2.0,66.0,145.0,79.0,94.14285714285714,32.16326530612245,66.0,1.93,3.44,1.51,2.885714285714286,0.633469387755102,3.44,1.0,2.0,1.0,1.7142857142857142,0.4081632653061225,2.0,0.0,4.0,4.0,2.857142857142857,1.6326530612244896,4.0,0.0,10.0,10.0,2.857142857142857,4.081632653061225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,5.0,7.428571428571429,2.0408163265306123,6.0,0.0,1.0,1.0,0.2857142857142857,0.4081632653061224,0.0,0.0,2.0,2.0,1.4285714285714286,0.8163265306122448,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.7142857142857142,0.4081632653061225,2.0,9.105,25.786875,16.681874999999998,13.552410714285712,5.082755102040815,9.105,0.0,2.202,2.202,0.3145714285714285,0.5392653061224489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,81.14285714285714,82.20408163265304,12.0,Ag+2 O2-4 S6+1,-2,6,8,2.7774602993176543
