formula,atom a,atom b,lowest distortion,e_form,e_hull,mu_b,vpa,gap pbe,a,b,c,alpha,beta,gamma,e_form oxygen,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,composition_oxid,minimum oxidation state,maximum oxidation state,range oxidation state,std_dev oxidation state
AcRhO3,Ac,Rh,none,-2.197,0.137,0.0,13.055975461353066,0.0,3.981715,3.981715,4.117551,90.0,90.0,90.0,0.0,Ac1 O3 Rh1,8.0,89.0,81.0,31.6,28.320000000000004,8.0,14.0,87.0,73.0,66.8,24.24,87.0,15.9994,227.0,211.0006,75.58074,71.49760799999999,15.9994,54.8,2237.0,2182.2,744.88,828.0959999999999,54.8,3.0,16.0,13.0,12.0,4.8,16.0,2.0,7.0,5.0,3.6,1.9200000000000004,2.0,66.0,215.0,149.0,111.0,54.0,66.0,1.1,3.44,2.34,2.74,0.8400000000000001,3.44,1.0,2.0,1.0,1.8,0.3199999999999999,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,8.0,8.0,1.8,2.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,6.0,6.0,1.2,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,2.2,2.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,3.6,2.16,2.0,9.105,44.5125,35.4075,17.0935,10.9676,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,97.2,102.24,12.0,Ac3+1 O2-3 Rh3+1,-2,3,5,2.449489742783178
Ba4RuO7,Ba,Ru,none,-2.1967313,0.3019476,1.3965884,20.826479470695745,0.0,4.17442386,7.710417044241576,8.365274262719035,81.14301540237561,75.55153570335467,74.29405911690665,0.0,Ba4 O7 Ru1,8.0,56.0,48.0,27.0,22.166666666666668,8.0,9.0,87.0,78.0,58.41666666666666,33.34722222222222,87.0,15.9994,137.327,121.3276,63.53115,55.45370833333334,15.9994,54.8,2607.0,2552.2,582.5500000000001,615.7083333333334,54.8,2.0,16.0,14.0,10.666666666666666,6.222222222222222,16.0,2.0,6.0,4.0,3.583333333333333,1.8472222222222223,2.0,66.0,215.0,149.0,122.33333333333331,65.72222222222221,66.0,0.89,3.44,2.55,2.4866666666666664,1.1122222222222222,3.44,1.0,2.0,1.0,1.9166666666666667,0.1527777777777777,2.0,0.0,4.0,4.0,2.333333333333333,1.9444444444444444,4.0,0.0,7.0,7.0,0.5833333333333334,1.0694444444444446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,4.833333333333333,1.888888888888889,6.0,0.0,1.0,1.0,0.0833333333333333,0.1527777777777777,0.0,0.0,2.0,2.0,1.1666666666666667,0.9722222222222222,2.0,0.0,3.0,3.0,0.25,0.4583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.5,1.0,2.0,9.105,63.59,54.485,27.633750000000003,23.97083333333333,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,99.5,102.08333333333331,12.0,Ba2+4 O2-7 Ru6+1,-2,6,8,2.581988897471611
AcAsO,Ac,As,none,-2.1966,0.216,0.0,27.13563133658716,0.0,8.006427104149266,8.006427104149266,10.432254981446436,103.52699900602563,103.52699900602563,30.12410109266989,0.0,Ac1 As1 O1,8.0,89.0,81.0,43.333333333333336,30.444444444444446,8.0,14.0,87.0,73.0,61.66666666666666,31.777777777777786,14.0,15.9994,227.0,211.0006,105.97366666666666,80.68422222222222,15.9994,54.8,1323.0,1268.2,822.6,511.8666666666666,54.8,3.0,16.0,13.0,11.333333333333334,5.5555555555555545,3.0,2.0,7.0,5.0,4.333333333333333,1.7777777777777777,2.0,66.0,215.0,149.0,133.33333333333334,54.44444444444445,66.0,1.1,3.44,2.34,2.24,0.7999999999999999,1.1,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.333333333333333,1.5555555555555554,0.0,0.0,10.0,10.0,3.6666666666666665,4.222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,12.0,8.0,4.666666666666667,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.6666666666666667,1.111111111111111,0.0,0.0,9.0,9.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,4.666666666666667,2.8888888888888893,2.0,9.105,44.5125,35.4075,25.264166666666668,12.832222222222224,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,134.33333333333334,81.55555555555556,12.0,Ac3+1 As-1 O2-1,-2,3,5,2.160246899469287
Cr2MoO6,Cr,Mo,none,-2.1962562,0.024134979,11.99996,10.906786821068367,0.8012,4.65455759,4.65455759,9.06175912,90.0,90.0,90.0,0.0,Cr2 Mo1 O6,8.0,42.0,34.0,15.333333333333334,9.77777777777778,8.0,49.0,87.0,38.0,74.44444444444444,16.740740740740744,87.0,15.9994,95.96,79.9606,32.883177777777775,22.511703703703706,15.9994,54.8,2896.0,2841.2,842.7555555555556,1050.6074074074074,54.8,6.0,16.0,10.0,12.666666666666666,4.444444444444445,16.0,2.0,5.0,3.0,2.7777777777777777,1.037037037037037,2.0,66.0,154.0,88.0,92.0,34.666666666666664,66.0,1.66,3.44,1.78,2.9022222222222225,0.7170370370370369,3.44,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,2.0,0.0,4.0,4.0,2.6666666666666665,1.7777777777777777,4.0,0.0,5.0,5.0,1.6666666666666667,2.2222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,0.0,6.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444444,0.0,0.0,2.0,2.0,1.3333333333333333,0.8888888888888888,2.0,0.0,5.0,5.0,1.6666666666666667,2.2222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.333333333333333,1.7777777777777777,2.0,9.105,15.69,6.584999999999999,10.3,1.593333333333333,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,84.33333333333333,96.44444444444444,12.0,Cr3+2 Mo6+1 O2-6,-2,6,8,2.943920288775949
Fe4O3F5,F,Fe,none,-2.1958187715625,0.0,0.0,11.846326961756708,0.0,5.711007920521035,5.711007920521035,5.711007920521035,69.21235583629617,103.64655252748264,65.84774015393556,0.0,F5 Fe4 O3,8.0,26.0,18.0,14.416666666666666,7.722222222222221,9.0,55.0,93.0,38.0,78.83333333333333,15.888888888888893,93.0,15.9994,55.845,39.8456,30.53085133333333,16.876099111111113,18.9984032,53.5,1811.0,1757.5,639.6583333333333,780.8944444444445,53.5,8.0,17.0,9.0,13.75,3.8333333333333335,17.0,2.0,4.0,2.0,2.6666666666666665,0.8888888888888888,2.0,57.0,132.0,75.0,84.25,31.83333333333333,57.0,1.83,3.98,2.15,3.1283333333333334,0.8655555555555555,3.98,2.0,2.0,0.0,2.0,0.0,2.0,0.0,5.0,5.0,3.083333333333333,2.055555555555556,5.0,0.0,6.0,6.0,2.0,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,7.083333333333333,0.611111111111111,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.9166666666666666,0.6111111111111112,1.0,0.0,4.0,4.0,1.3333333333333333,1.777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.25,1.1666666666666667,1.0,9.105,10.73,1.625,9.897708333333332,0.5548611111111109,9.7075,0.0,1.97,1.97,0.8208333333333333,0.9576388888888888,1.97,0.0,2.1106628,2.1106628,0.7035542666666667,0.9380723555555556,0.0,12.0,229.0,217.0,85.58333333333333,95.61111111111111,15.0,F-5 Fe2+1 Fe3+3 O2-3,-2,3,5,2.0
MgMn2O4,Mg,Mn,none,-2.195749402980295,0.0,0.0,11.124779209747734,0.0,4.08377,6.341907,3.006826,90.0,90.0,90.0,0.0,Mg1 Mn2 O4,8.0,25.0,17.0,13.428571428571429,6.612244897959184,8.0,52.0,87.0,35.0,74.28571428571429,14.530612244897958,87.0,15.9994,54.938045,38.938645,28.31124142857143,15.215316326530614,15.9994,54.8,1519.0,1464.2,597.1714285714286,619.8530612244898,54.8,2.0,16.0,14.0,11.428571428571429,5.224489795918367,16.0,2.0,4.0,2.0,2.7142857142857144,0.8163265306122449,2.0,66.0,141.0,75.0,97.57142857142856,36.08163265306122,66.0,1.31,3.44,2.13,2.595714285714286,0.9648979591836734,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.2857142857142856,1.959183673469388,4.0,0.0,5.0,5.0,1.4285714285714286,2.0408163265306123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,5.714285714285714,1.0612244897959182,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.1428571428571428,0.979591836734694,2.0,0.0,5.0,5.0,1.4285714285714286,2.0408163265306123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.571428571428572,1.3877551020408163,2.0,9.105,22.89,13.785,11.469310344828571,3.2630541871918366,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,0.000310120689655,8.860591133e-05,0.0001265798733285,0.0,12.0,217.0,205.0,96.57142857142856,96.6530612244898,12.0,Mg2+1 Mn2+1 Mn4+1 O2-4,-2,4,6,2.390457218668787
LaInO,In,La,none,-2.19552,0.17670883,-2.6e-06,21.705549820014543,0.0,3.44187562,3.44187562,10.99339158,90.0,90.0,90.0,0.0,In1 La1 O1,8.0,57.0,49.0,38.0,20.0,8.0,13.0,87.0,74.0,58.333333333333336,30.222222222222214,13.0,15.9994,138.90547,122.90607,89.90762333333333,49.27214888888889,15.9994,54.8,1193.0,1138.2,559.1833333333333,422.5444444444444,54.8,3.0,16.0,13.0,10.666666666666666,5.111111111111112,3.0,2.0,6.0,4.0,4.333333333333333,1.5555555555555556,2.0,66.0,207.0,141.0,138.33333333333334,48.22222222222222,66.0,1.1,3.44,2.34,2.106666666666667,0.888888888888889,1.1,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,1.6666666666666667,1.5555555555555554,0.0,0.0,10.0,10.0,3.6666666666666665,4.222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,10.0,7.333333333333333,3.777777777777777,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.333333333333333,1.777777777777778,0.0,0.0,9.0,9.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,5.333333333333333,2.444444444444444,2.0,9.105,36.8975,27.7925,23.42083333333333,9.543888888888889,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,115.0,68.66666666666667,12.0,In0+1 La0+1 O0+1,0,0,0,0.0
CrWO4,Cr,W,none,-2.1954381133333314,0.0,0.0,11.058980825696471,0.0,4.737278181427073,5.572562692024111,5.578556089393473,64.38121132567233,88.29732892386338,88.3031157637686,0.0,Cr1 O4 W1,8.0,74.0,66.0,21.666666666666668,18.22222222222222,8.0,49.0,87.0,38.0,74.66666666666667,16.444444444444443,87.0,15.9994,183.84,167.8406,49.97228333333334,45.29717777777777,15.9994,54.8,3695.0,3640.2,1015.7,1281.2,54.8,6.0,16.0,10.0,12.666666666666666,4.444444444444444,16.0,2.0,6.0,4.0,3.0,1.3333333333333333,2.0,66.0,162.0,96.0,94.16666666666669,37.55555555555555,66.0,1.66,3.44,1.78,2.9633333333333334,0.6355555555555555,3.44,1.0,2.0,1.0,1.8333333333333333,0.2777777777777778,2.0,0.0,4.0,4.0,2.6666666666666665,1.7777777777777777,4.0,0.0,5.0,5.0,1.5,2.0,0.0,0.0,14.0,14.0,2.333333333333333,3.888888888888889,0.0,6.0,20.0,14.0,8.333333333333334,3.888888888888889,6.0,0.0,1.0,1.0,0.1666666666666666,0.2777777777777778,0.0,0.0,2.0,2.0,1.3333333333333333,0.8888888888888888,2.0,0.0,6.0,6.0,1.8333333333333333,2.4444444444444446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.333333333333333,1.7777777777777777,2.0,9.105,16.05,6.945,10.61,2.0066666666666664,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,84.33333333333333,96.44444444444446,12.0,Cr2+1 O2-4 W6+1,-2,6,8,3.055050463303893
VClO,Cl,V,none,-2.1951990820833345,0.0,0.0,16.971161729591184,0.0,3.3301043,3.76267598,8.12658656,90.0,90.0,90.0,0.0,Cl1 O1 V1,8.0,23.0,15.0,16.0,5.333333333333333,8.0,46.0,94.0,48.0,75.66666666666667,19.77777777777777,46.0,15.9994,50.9415,34.9421,34.1313,12.087933333333332,15.9994,54.8,2183.0,2128.2,803.1333333333333,919.9111111111112,54.8,5.0,17.0,12.0,12.666666666666666,5.111111111111112,5.0,2.0,4.0,2.0,3.0,0.6666666666666666,2.0,66.0,153.0,87.0,107.0,30.666666666666668,66.0,1.63,3.44,1.81,2.7433333333333336,0.7422222222222222,1.63,2.0,2.0,0.0,2.0,0.0,2.0,0.0,5.0,5.0,3.0,2.0,0.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,2.0,6.0,0.6666666666666666,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.6666666666666666,0.0,0.0,7.0,7.0,2.333333333333333,3.1111111111111107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,3.333333333333333,2.4444444444444446,1.0,9.105,24.4975,15.392499999999998,15.5375,5.973333333333333,9.105,0.0,2.493,2.493,0.831,1.108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,101.66666666666669,84.8888888888889,12.0,Cl-1 O2-1 V3+1,-2,3,5,2.160246899469287
MgMn2O4,Mg,Mn,none,-2.195113101551724,0.0,0.0,12.260684342046844,0.0,2.876656,6.310033762714428,5.323365692513713,93.28470656820168,90.0,117.12195499866802,0.0,Mg1 Mn2 O4,8.0,25.0,17.0,13.428571428571429,6.612244897959184,8.0,52.0,87.0,35.0,74.28571428571429,14.530612244897958,87.0,15.9994,54.938045,38.938645,28.31124142857143,15.215316326530614,15.9994,54.8,1519.0,1464.2,597.1714285714286,619.8530612244898,54.8,2.0,16.0,14.0,11.428571428571429,5.224489795918367,16.0,2.0,4.0,2.0,2.7142857142857144,0.8163265306122449,2.0,66.0,141.0,75.0,97.57142857142856,36.08163265306122,66.0,1.31,3.44,2.13,2.595714285714286,0.9648979591836734,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.2857142857142856,1.959183673469388,4.0,0.0,5.0,5.0,1.4285714285714286,2.0408163265306123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,5.714285714285714,1.0612244897959182,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.1428571428571428,0.979591836734694,2.0,0.0,5.0,5.0,1.4285714285714286,2.0408163265306123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.571428571428572,1.3877551020408163,2.0,9.105,22.89,13.785,11.469310344828571,3.2630541871918366,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,0.000310120689655,8.860591133e-05,0.0001265798733285,0.0,12.0,217.0,205.0,96.57142857142856,96.6530612244898,12.0,Mg2+1 Mn2+1 Mn4+1 O2-4,-2,4,6,2.390457218668787
