formula,atom a,atom b,lowest distortion,e_form,e_hull,mu_b,vpa,gap pbe,a,b,c,alpha,beta,gamma,e_form oxygen,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,composition_oxid,minimum oxidation state,maximum oxidation state,range oxidation state,std_dev oxidation state
TmSbO4,Sb,Tm,none,-2.8588774,0.034367837,0.0,12.381131744201513,2.0147,5.4134844323745765,5.060871697057025,6.728963935244251,115.18819455187268,116.65240508454858,82.92621501030925,0.0,O4 Sb1 Tm1,8.0,69.0,61.0,25.33333333333333,23.111111111111114,8.0,37.0,87.0,50.0,78.33333333333333,13.77777777777778,87.0,15.9994,168.93421,152.93481,59.115301666666674,57.4878688888889,15.9994,54.8,1818.0,1763.2,490.16333333333336,580.4844444444444,54.8,3.0,16.0,13.0,13.666666666666666,3.555555555555556,16.0,2.0,6.0,4.0,3.1666666666666665,1.5555555555555556,2.0,66.0,190.0,124.0,98.83333333333331,43.77777777777778,66.0,1.25,3.44,2.19,2.8433333333333333,0.7955555555555556,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,3.1666666666666665,1.1111111111111112,4.0,0.0,10.0,10.0,1.6666666666666667,2.777777777777778,0.0,0.0,13.0,13.0,2.1666666666666665,3.611111111111111,0.0,6.0,15.0,9.0,9.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.8333333333333333,0.6111111111111112,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1666666666666666,0.2777777777777777,0.0,1.0,3.0,2.0,2.0,0.3333333333333333,2.0,9.105,31.56,22.455,16.293333333333333,9.584444444444443,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,68.0,74.66666666666667,12.0,O2-4 Sb5+1 Tm3+1,-2,5,7,2.886751345948129
Sr2Ac2O5,Ac,Sr,none,-2.8587,0.439,0.0,20.977456664028875,0.493,8.880024,4.610952,4.610952,90.0,90.0,90.0,0.0,Ac2 O5 Sr2,8.0,89.0,81.0,32.666666666666664,27.40740740740741,8.0,8.0,87.0,79.0,53.22222222222222,37.53086419753086,87.0,15.9994,227.0,211.0006,78.80411111111111,69.78301234567901,15.9994,54.8,1323.0,1268.2,557.7777777777778,558.8641975308642,54.8,2.0,16.0,14.0,10.0,6.666666666666667,16.0,2.0,7.0,5.0,3.7777777777777777,1.9753086419753088,2.0,66.0,215.0,149.0,127.77777777777776,68.64197530864197,66.0,0.95,3.44,2.49,2.3666666666666663,1.1925925925925926,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.2222222222222223,1.9753086419753088,4.0,0.0,1.0,1.0,0.2222222222222222,0.345679012345679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.444444444444445,1.728395061728395,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.1111111111111112,0.9876543209876544,2.0,0.0,9.0,9.0,2.0,3.111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,3.111111111111111,2.617283950617284,2.0,9.105,54.23,45.125,27.00111111111111,19.88456790123457,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,106.66666666666669,105.18518518518518,12.0,Ac3+2 O2-5 Sr2+2,-2,3,5,2.260776661041756
LiCeO2,Ce,Li,none,-2.8583264,0.26582444,1.0083805,15.41244476757854,0.036,3.50091875,3.500918743962059,6.149791003480777,73.46283572086467,73.46283572728237,60.000000037437,0.0,Ce1 Li1 O2,3.0,58.0,55.0,19.25,19.375,8.0,1.0,87.0,86.0,47.5,39.5,87.0,6.941,140.116,133.175,44.76395,47.676025,15.9994,54.8,1071.0,1016.2,408.5725,353.77250000000004,54.8,1.0,16.0,15.0,9.0,7.0,16.0,2.0,6.0,4.0,3.0,1.5,2.0,66.0,204.0,138.0,116.0,50.0,66.0,0.98,3.44,2.46,2.245,1.1949999999999998,3.44,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.0,2.0,4.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,1.0,1.0,0.25,0.375,0.0,1.0,6.0,5.0,4.25,1.75,6.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,9.0,9.0,2.25,3.375,0.0,0.0,13.0,13.0,3.25,4.875,0.0,1.0,22.0,21.0,6.75,7.625,2.0,9.105,37.24,28.135,18.010833333325003,9.614583333337505,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,111.75,99.75,12.0,Ce3+1 Li+1 O2-2,-2,3,5,2.1213203435596424
Ho2PbO2,Ho,Pb,none,-2.8577342,0.0,-4.4e-06,20.68469329607637,0.0,3.82642865,3.82642865,7.564161878183562,104.65104747574507,104.65104747574507,90.0,0.0,Ho2 O2 Pb1,8.0,82.0,74.0,46.4,30.72,8.0,33.0,87.0,54.0,64.2,24.96,33.0,15.9994,207.2,191.2006,113.811888,78.2499904,15.9994,54.8,1747.0,1692.2,840.842,724.9264000000001,54.8,3.0,16.0,13.0,10.4,5.92,3.0,2.0,6.0,4.0,4.4,1.92,2.0,66.0,192.0,126.0,132.4,53.120000000000005,66.0,1.23,3.44,2.21,2.334,0.8847999999999999,1.23,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0,1.6,0.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,14.0,14.0,7.2,5.76,0.0,6.0,28.0,22.0,13.2,5.92,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.6,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.2,1.44,0.0,2.0,4.0,2.0,2.8,0.64,2.0,9.105,30.7333333333,21.6283333333,21.55733333332,9.961866666656,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,127.4,92.32,12.0,Ho0+2 O0+2 Pb0+1,0,0,0,0.0
PrSO,Pr,S,none,-2.857376518958334,0.0,0.0,19.055747136755524,0.0,4.069699765231337,4.069699765231337,7.035712471470108,82.1632752838641,82.1632752838641,90.17357704471333,0.0,O1 Pr1 S1,8.0,59.0,51.0,27.666666666666668,20.88888888888889,8.0,17.0,88.0,71.0,64.0,31.33333333333333,17.0,15.9994,140.90765,124.90825,62.99068333333333,51.94464444444444,15.9994,54.8,1204.0,1149.2,549.0533333333333,436.6311111111111,54.8,3.0,16.0,13.0,11.666666666666666,5.777777777777779,3.0,2.0,6.0,4.0,3.6666666666666665,1.5555555555555554,2.0,66.0,203.0,137.0,124.66666666666669,52.22222222222223,66.0,1.13,3.44,2.31,2.3833333333333333,0.8355555555555556,1.13,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,5.0,6.0,1.0,5.666666666666667,0.4444444444444443,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,3.6666666666666665,4.888888888888888,0.0,2.0,11.0,9.0,5.0,4.0,2.0,9.105,35.675,26.57,23.522291666666664,9.611527777777775,9.105,0.0,2.202,2.202,0.734,0.9786666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,92.0,68.0,12.0,O2-1 Pr4+1 S2-1,-2,4,6,2.8284271247461903
Cs2Pu2O7,Cs,Pu,none,-2.857186,0.002822033,7.999999,18.79837710785803,0.0,8.301479184618827,8.301479184618827,8.301479184618827,120.26857690472929,116.40266537565446,92.93879276380916,0.0,Cs2 O7 Pu2,8.0,94.0,86.0,32.18181818181818,30.77685950413223,8.0,5.0,87.0,82.0,60.63636363636363,33.55371900826446,87.0,15.9994,244.0,228.0006,78.70970034545455,79.81310953057852,15.9994,54.8,913.0,858.2,255.7072727272727,255.70016528925612,54.8,1.0,16.0,15.0,10.909090909090908,6.479338842975206,16.0,2.0,7.0,5.0,3.636363636363636,2.0826446280991733,2.0,66.0,244.0,178.0,120.36363636363636,69.19008264462809,66.0,0.79,3.44,2.65,2.565454545454545,1.1130578512396696,3.44,1.0,2.0,1.0,1.818181818181818,0.2975206611570248,2.0,0.0,4.0,4.0,2.5454545454545454,1.851239669421488,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1.0909090909090908,1.7851239669421484,0.0,1.0,8.0,7.0,5.454545454545454,1.6198347107438018,6.0,0.0,1.0,1.0,0.1818181818181818,0.2975206611570248,0.0,0.0,2.0,2.0,1.2727272727272727,0.9256198347107438,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,1.4545454545454546,2.380165289256198,0.0,1.0,8.0,7.0,2.909090909090909,1.851239669421488,2.0,9.105,115.765,106.66,30.12954545454545,31.1401652892562,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3180036375,0.3180036375,0.0578188431818181,0.0946126524793388,0.0,11.0,229.0,218.0,51.27272727272727,64.62809917355372,12.0,Cs0+2 O0+7 Pu0+2,0,0,0,0.0
KNbO3,K,Nb,none,-2.85708521185,0.0,0.0,13.285117366229397,0.0,4.049923854879114,4.049923873157431,4.0499247414557855,89.83687109964886,89.83687925054527,89.83686205811088,0.0,K1 Nb1 O3,8.0,41.0,33.0,16.8,10.56,8.0,3.0,87.0,84.0,62.2,29.76,87.0,15.9994,92.90638,76.90698,36.000576,24.0014112,15.9994,54.8,2750.0,2695.2,650.1859999999999,839.9256000000001,54.8,1.0,16.0,15.0,10.8,6.24,16.0,2.0,5.0,3.0,3.0,1.2,2.0,66.0,203.0,137.0,113.0,56.4,66.0,0.82,3.44,2.62,2.548,1.0704,3.44,1.0,2.0,1.0,1.6,0.48,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,4.0,4.0,0.8,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,4.8,1.52,6.0,0.0,1.0,1.0,0.4,0.4800000000000001,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,6.0,6.0,1.2,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,2.8,1.6799999999999995,2.0,9.105,73.1066666667,64.00166666669999,23.72033333334,19.754533333344,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,98.8,104.16,12.0,K+1 Nb5+1 O2-3,-2,5,7,2.756809750418044
KNbO3,K,Nb,none,-2.85695064185,0.0,0.0,13.279941148589142,0.0,4.00636436,4.071075481915448,4.071076844428895,90.2036684350397,90.0,90.0,0.0,K1 Nb1 O3,8.0,41.0,33.0,16.8,10.56,8.0,3.0,87.0,84.0,62.2,29.76,87.0,15.9994,92.90638,76.90698,36.000576,24.0014112,15.9994,54.8,2750.0,2695.2,650.1859999999999,839.9256000000001,54.8,1.0,16.0,15.0,10.8,6.24,16.0,2.0,5.0,3.0,3.0,1.2,2.0,66.0,203.0,137.0,113.0,56.4,66.0,0.82,3.44,2.62,2.548,1.0704,3.44,1.0,2.0,1.0,1.6,0.48,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,4.0,4.0,0.8,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,4.8,1.52,6.0,0.0,1.0,1.0,0.4,0.4800000000000001,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,6.0,6.0,1.2,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,2.8,1.6799999999999995,2.0,9.105,73.1066666667,64.00166666669999,23.72033333334,19.754533333344,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,98.8,104.16,12.0,K+1 Nb5+1 O2-3,-2,5,7,2.756809750418044
PrBeO3,Be,Pr,none,-2.856920263250001,0.0,0.0,9.970530074330131,0.0,3.680409,3.680409,3.680409,90.0,90.0,90.0,0.0,Be1 O3 Pr1,4.0,59.0,55.0,17.4,16.639999999999997,8.0,17.0,87.0,70.0,69.0,21.6,87.0,9.012182,140.90765,131.895468,39.5836064,40.52961744,15.9994,54.8,1560.0,1505.2,585.6800000000001,637.0559999999999,54.8,2.0,16.0,14.0,10.6,6.480000000000001,16.0,2.0,6.0,4.0,2.8,1.2799999999999998,2.0,66.0,203.0,137.0,99.4,41.440000000000005,66.0,1.13,3.44,2.31,2.604,1.0032,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.6,0.96,0.0,2.0,6.0,4.0,5.0,1.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,2.2,3.5200000000000005,0.0,0.0,11.0,11.0,3.4,3.04,2.0,7.89,35.675,27.785,14.175999999999998,8.599599999999999,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,84.8,87.35999999999999,12.0,Be2+1 O2-3 Pr4+1,-2,4,6,2.5298221281347035
BaAcO3,Ac,Ba,none,-2.8566,0.108,0.0,19.58277530981888,0.0,6.448758,6.603146,9.197658,90.0,90.0,90.0,0.0,Ac1 Ba1 O3,8.0,89.0,81.0,33.8,30.96,8.0,9.0,87.0,78.0,56.8,36.24,87.0,15.9994,227.0,211.0006,82.46504,79.758768,15.9994,54.8,1323.0,1268.2,497.48,531.216,54.8,2.0,16.0,14.0,10.6,6.480000000000001,16.0,2.0,7.0,5.0,3.8,2.16,2.0,66.0,215.0,149.0,125.6,71.52000000000001,66.0,0.89,3.44,2.55,2.462,1.1736,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.6,1.6800000000000002,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,3.0,2.4,2.0,9.105,63.59,54.485,27.083500000000004,21.5742,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,98.0,103.2,12.0,Ac0+1 Ba0+1 O0+3,0,0,0,0.0
