formula,atom a,atom b,lowest distortion,e_form,e_hull,mu_b,vpa,gap pbe,a,b,c,alpha,beta,gamma,e_form oxygen,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,composition_oxid,minimum oxidation state,maximum oxidation state,range oxidation state,std_dev oxidation state
Ho2TeO2,Ho,Te,none,-3.2565132728333337,0.0,0.0,18.933620415284867,0.0,3.894677924170496,3.894677924170496,7.206592,90.0,90.0,119.99999871187303,0.0,Ho2 O2 Te1,8.0,67.0,59.0,40.4,25.92,8.0,33.0,90.0,57.0,66.0,26.4,33.0,15.9994,164.93032,148.93092,97.891888,65.51399040000001,15.9994,54.8,1747.0,1692.2,865.2520000000001,705.3984,54.8,3.0,16.0,13.0,10.8,6.24,3.0,2.0,6.0,4.0,4.2,1.7600000000000002,2.0,66.0,192.0,126.0,130.8,51.84,66.0,1.23,3.44,2.21,2.288,0.9216,1.23,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.92,0.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,11.0,11.0,4.4,5.279999999999999,0.0,6.0,16.0,10.0,10.8,3.84,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.2,1.44,0.0,2.0,3.0,1.0,2.4,0.48,2.0,9.105,34.7633333333,25.6583333333,22.88799999998,11.026399999984,9.105,0.0,0.464,0.464,0.0928,0.14848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,112.8,80.64,12.0,Ho3+2 O2-2 Te2-1,-2,3,5,2.449489742783178
La4Se3O4,La,Se,none,-3.2565000929119323,0.0,0.0,21.09177563421289,0.0,4.10704675,6.926353227964709,8.53985278,90.0,90.0,107.2462944108924,0.0,La4 O4 Se3,8.0,57.0,49.0,32.90909090909091,18.115702479338843,8.0,13.0,89.0,76.0,60.63636363636363,34.64462809917356,13.0,15.9994,138.90547,122.90607,77.8635890909091,44.99213752066115,15.9994,54.8,1193.0,1138.2,588.4727272727273,439.6561983471074,54.8,3.0,16.0,13.0,11.272727272727272,6.016528925619835,3.0,2.0,6.0,4.0,4.0,1.4545454545454546,2.0,66.0,207.0,141.0,132.0,54.54545454545455,66.0,1.1,3.44,2.34,2.346363636363636,0.9064462809917356,1.1,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.5454545454545454,1.851239669421488,0.0,0.0,10.0,10.0,3.090909090909091,3.768595041322314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,13.0,7.636363636363637,4.561983471074381,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2727272727272727,0.9256198347107438,0.0,0.0,9.0,9.0,3.272727272727273,4.1652892561983474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,4.545454545454546,3.239669421487604,2.0,9.105,36.8975,27.7925,23.797272727272727,10.685289256198349,9.105,0.0,0.799,0.799,0.2179090909090909,0.3169586776859505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,78.72727272727273,83.83471074380166,12.0,La3+4 O2-4 Se-2 Se2-1,-2,3,5,2.2962419891481978
Sr2Ti2O5,Sr,Ti,none,-3.2561612404166667,0.0,0.0,13.601483728634364,0.0,5.574375123407914,5.574375123407914,3.940037,90.0,90.0,90.98273953521934,0.0,O5 Sr2 Ti2,8.0,38.0,30.0,17.77777777777778,10.864197530864198,8.0,8.0,87.0,79.0,59.66666666666666,30.370370370370367,87.0,15.9994,87.62,71.62060000000001,38.99677777777778,25.55264197530865,15.9994,54.8,1941.0,1886.2,695.1111111111111,711.4567901234568,54.8,2.0,16.0,14.0,10.22222222222222,6.419753086419753,16.0,2.0,5.0,3.0,3.111111111111111,1.2345679012345678,2.0,66.0,195.0,129.0,115.55555555555556,55.06172839506173,66.0,0.95,3.44,2.49,2.464444444444444,1.0839506172839506,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.2222222222222223,1.9753086419753088,4.0,0.0,2.0,2.0,0.4444444444444444,0.691358024691358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.666666666666667,1.4814814814814816,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.1111111111111112,0.9876543209876544,2.0,0.0,8.0,8.0,1.7777777777777777,2.765432098765432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,2.888888888888889,2.271604938271605,2.0,9.105,54.23,45.125,20.81833333333333,14.84962962962963,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,5.0074074074e-06,7.789300411511112e-06,0.0,12.0,225.0,213.0,99.77777777777776,97.53086419753086,12.0,O2-5 Sr2+2 Ti2+1 Ti4+1,-2,4,6,2.309401076758503
PrBrO,Br,Pr,none,-3.25596914125,0.0,0.0,24.55497553238752,0.0,10.516454244734202,10.516454244734202,10.51645428510622,22.336969108737367,22.336969108737367,22.336969475780297,0.0,Br1 O1 Pr1,8.0,59.0,51.0,34.0,17.333333333333332,8.0,17.0,95.0,78.0,66.33333333333333,32.88888888888889,17.0,15.9994,140.90765,124.90825,78.93701666666665,41.95841111111111,15.9994,54.8,1204.0,1149.2,508.2,463.8666666666666,54.8,3.0,17.0,14.0,12.0,6.0,3.0,2.0,6.0,4.0,4.0,1.3333333333333333,2.0,66.0,203.0,137.0,129.66666666666666,48.888888888888886,66.0,1.13,3.44,2.31,2.51,0.92,1.13,2.0,2.0,0.0,2.0,0.0,2.0,0.0,5.0,5.0,3.0,2.0,0.0,0.0,10.0,10.0,3.333333333333333,4.444444444444445,0.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,5.0,17.0,12.0,9.333333333333334,5.111111111111112,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,3.6666666666666665,4.888888888888889,0.0,1.0,11.0,10.0,4.666666666666667,4.222222222222222,1.0,9.105,35.675,26.57,24.75333333333333,10.432222222222222,9.105,0.0,1.457,1.457,0.4856666666666667,0.6475555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,90.0,69.33333333333333,12.0,Br-1 O2-1 Pr3+1,-2,3,5,2.160246899469287
PmAlO3,Al,Pm,none,-3.2557,0.275,0.0,14.350546951590868,3.818000000000001,6.299330615458217,6.299330615458217,6.299330615114395,51.999231308496384,51.999231308496384,51.99923131011296,0.0,Al1 O3 Pm1,8.0,61.0,53.0,19.6,16.560000000000002,8.0,21.0,87.0,66.0,71.0,20.0,87.0,15.9994,145.0,129.0006,43.99594772,40.401620912,15.9994,54.8,1373.0,1318.2,494.174,527.2488,54.8,3.0,16.0,13.0,12.8,3.92,16.0,2.0,6.0,4.0,3.0,1.2,2.0,66.0,199.0,133.0,103.6,45.12,66.0,1.155,3.44,2.285,2.617,0.9876,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6,1.6799999999999995,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,1.6,0.0,3.0,7.0,4.0,5.6,1.0400000000000005,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.2,1.12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.8,2.88,0.0,2.0,9.0,7.0,4.0,2.4,2.0,9.105,33.8425,24.7375,15.5275,7.706999999999999,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,91.0,94.8,12.0,Al3+1 O2-3 Pm3+1,-2,3,5,2.449489742783178
Ba3Sc5O12,Ba,Sc,none,-3.255479,0.18105692,12.369047,16.265169008614166,0.0,11.91214998,11.912149974507576,11.912149978489492,109.47122061837918,109.47122063705936,109.4712206438308,0.0,Ba3 O12 Sc5,8.0,56.0,48.0,18.45,12.54,8.0,9.0,87.0,78.0,56.3,36.84,87.0,15.9994,137.327,121.3276,41.437668,30.5259216,15.9994,54.8,1814.0,1759.2,636.38,697.8960000000001,54.8,2.0,16.0,14.0,10.65,6.419999999999999,16.0,2.0,6.0,4.0,3.1,1.3199999999999998,2.0,66.0,215.0,149.0,114.35,58.02,66.0,0.89,3.44,2.55,2.5375,1.0829999999999995,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.65,1.62,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,2.25,3.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,3.45,2.775,2.0,9.105,63.59,54.485,20.560250000000003,13.7463,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.35e-06,6.35e-06,1.5875e-06,2.3812500000000003e-06,0.0,12.0,229.0,217.0,90.05,93.66,12.0,Ba0+3 O0+12 Sc0+5,0,0,0,0.0
ZrNbO4,Nb,Zr,none,-3.25441993,0.0,0.0,11.71944182667427,0.0,6.360328363222846,6.360328363222846,5.145390084170975,68.33015732175106,68.33015732175106,113.6792796503782,0.0,Nb1 O4 Zr1,8.0,41.0,33.0,18.83333333333333,14.444444444444445,8.0,44.0,87.0,43.0,73.16666666666667,18.444444444444443,87.0,15.9994,92.90638,76.90698,41.35466333333333,33.80701777777777,15.9994,54.8,2750.0,2695.2,849.5333333333333,1059.6444444444444,54.8,4.0,16.0,12.0,12.166666666666666,5.111111111111111,16.0,2.0,5.0,3.0,3.0,1.3333333333333333,2.0,66.0,175.0,109.0,100.5,46.0,66.0,1.33,3.44,2.11,2.7816666666666663,0.8777777777777779,3.44,1.0,2.0,1.0,1.8333333333333333,0.2777777777777778,2.0,0.0,4.0,4.0,2.6666666666666665,1.7777777777777777,4.0,0.0,4.0,4.0,1.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,5.5,0.6666666666666666,6.0,0.0,1.0,1.0,0.1666666666666666,0.2777777777777778,0.0,0.0,2.0,2.0,1.3333333333333333,0.8888888888888888,2.0,0.0,8.0,8.0,2.333333333333333,3.1111111111111107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,3.8333333333333335,2.444444444444444,2.0,9.105,23.195,14.09,12.965833333333334,5.147777777777777,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,78.5,88.66666666666667,12.0,Nb5+1 O2-4 Zr3+1,-2,5,7,2.886751345948129
Dy2Y2O5,Dy,Y,none,-3.253108367453704,0.0,0.0,16.64483256360292,0.0,3.897392,3.897392,9.862199,90.0,90.0,90.0,0.0,Dy2 O5 Y2,8.0,66.0,58.0,27.77777777777778,21.975308641975307,8.0,12.0,87.0,75.0,57.888888888888886,32.34567901234568,87.0,15.9994,162.5,146.5006,64.75652222222223,54.17458024691358,15.9994,54.8,1799.0,1744.2,804.6666666666666,833.1851851851852,54.8,3.0,16.0,13.0,10.22222222222222,6.419753086419753,16.0,2.0,6.0,4.0,3.555555555555556,1.728395061728395,2.0,66.0,192.0,126.0,121.55555555555556,61.72839506172839,66.0,1.22,3.44,2.22,2.4533333333333336,1.096296296296296,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.2222222222222223,1.9753086419753088,4.0,0.0,1.0,1.0,0.2222222222222222,0.345679012345679,0.0,0.0,10.0,10.0,2.2222222222222223,3.456790123456789,0.0,3.0,12.0,9.0,6.666666666666667,2.3703703703703707,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.1111111111111112,0.9876543209876544,2.0,0.0,9.0,9.0,2.0,3.111111111111111,0.0,0.0,4.0,4.0,0.8888888888888888,1.3827160493827162,0.0,2.0,9.0,7.0,4.0,2.2222222222222223,2.0,9.105,32.365,23.26,19.192777777777778,11.208641975308645,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,92.88888888888889,89.87654320987654,12.0,Dy0+2 O0+5 Y0+2,0,0,0,0.0
DyYO2,Dy,Y,none,-3.2526655,0.08460915,0.0,18.413147727766933,0.0824,3.61934435,3.6193443456435217,6.820287251107477,74.61304182440519,74.6130424614145,60.00000005158012,0.0,Dy1 O2 Y1,8.0,66.0,58.0,30.25,22.25,8.0,12.0,87.0,75.0,54.25,32.75,87.0,15.9994,162.5,146.5006,70.8511625,54.8517625,15.9994,54.8,1799.0,1744.2,898.4,843.6,54.8,3.0,16.0,13.0,9.5,6.5,16.0,2.0,6.0,4.0,3.75,1.75,2.0,66.0,192.0,126.0,128.5,62.5,66.0,1.22,3.44,2.22,2.33,1.11,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0,2.0,4.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,10.0,10.0,2.5,3.75,0.0,3.0,12.0,9.0,6.75,2.625,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,9.0,9.0,2.25,3.375,0.0,0.0,4.0,4.0,1.0,1.5,0.0,2.0,9.0,7.0,4.25,2.375,2.0,9.105,32.365,23.26,20.45375,11.34875,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,103.0,91.0,12.0,Dy0+1 O0+2 Y0+1,0,0,0,0.0
HfAlO4,Al,Hf,none,-3.2522273,0.20263517,1.0000023,11.210991192699767,0.0,3.09401323,4.663767854421898,4.663767855578587,88.25801578109741,90.0,90.0,0.0,Al1 Hf1 O4,8.0,72.0,64.0,19.5,17.5,8.0,45.0,87.0,42.0,77.66666666666667,12.444444444444445,87.0,15.9994,178.49,162.4906,44.9115231,44.52615896666666,15.9994,54.8,2506.0,2451.2,609.7783333333333,739.9711111111111,54.8,4.0,16.0,12.0,13.5,3.333333333333333,16.0,2.0,6.0,4.0,2.833333333333333,1.1111111111111112,2.0,66.0,175.0,109.0,93.33333333333331,36.44444444444444,66.0,1.3,3.44,2.14,2.7783333333333338,0.882222222222222,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.833333333333333,1.5555555555555554,4.0,0.0,2.0,2.0,0.3333333333333333,0.5555555555555555,0.0,0.0,14.0,14.0,2.333333333333333,3.888888888888889,0.0,3.0,18.0,15.0,7.5,3.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.1666666666666665,0.9444444444444444,2.0,0.0,8.0,8.0,1.3333333333333333,2.222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,3.5,2.0,2.0,9.105,22.2,13.095,12.516666666666666,4.5488888888888885,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,77.83333333333333,87.77777777777779,12.0,Al0+1 Hf0+1 O0+4,0,0,0,0.0
