formula,atom a,atom b,lowest distortion,e_form,e_hull,mu_b,vpa,gap pbe,a,b,c,alpha,beta,gamma,e_form oxygen,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,composition_oxid,minimum oxidation state,maximum oxidation state,range oxidation state,std_dev oxidation state
MgCr2O4,Cr,Mg,none,-2.3086197478571435,0.0,0.0,11.571331963477892,0.0,3.0146157564042886,3.0146162586362464,10.29167984082098,89.91953984895866,90.02544984039618,119.9997853152661,0.0,Cr2 Mg1 O4,8.0,24.0,16.0,13.142857142857142,6.204081632653062,8.0,49.0,87.0,38.0,73.42857142857143,15.510204081632653,87.0,15.9994,51.9961,35.9967,27.470685714285715,14.01452244897959,15.9994,54.8,2180.0,2125.2,786.0285714285714,835.6897959183673,54.8,2.0,16.0,14.0,11.142857142857142,5.551020408163266,16.0,2.0,4.0,2.0,2.7142857142857144,0.8163265306122449,2.0,66.0,141.0,75.0,97.57142857142856,36.08163265306122,66.0,1.31,3.44,2.13,2.627142857142857,0.9289795918367346,3.44,1.0,2.0,1.0,1.7142857142857142,0.4081632653061225,2.0,0.0,4.0,4.0,2.2857142857142856,1.959183673469388,4.0,0.0,5.0,5.0,1.4285714285714286,2.0408163265306123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,5.428571428571429,0.9795918367346936,6.0,0.0,1.0,1.0,0.2857142857142857,0.4081632653061224,0.0,0.0,2.0,2.0,1.1428571428571428,0.979591836734694,2.0,0.0,5.0,5.0,1.4285714285714286,2.0408163265306123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,2.857142857142857,1.7959183673469388,2.0,9.105,22.89,13.785,11.67,3.205714285714285,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,100.0,100.57142857142856,12.0,Cr3+2 Mg2+1 O2-4,-2,3,5,2.32992949004287
LiFe2O3,Fe,Li,none,-1.7481617432638892,0.0,0.0,9.969108694703015,0.0,3.044793018993738,8.058392673448843,5.308047415111229,69.67887770904095,89.98729999187324,79.10653397824971,0.0,Fe2 Li1 O3,3.0,26.0,23.0,13.166666666666666,8.555555555555555,8.0,1.0,87.0,86.0,62.0,25.0,87.0,6.941,55.845,48.904,27.77153333333333,18.715644444444443,15.9994,54.8,1811.0,1756.2,706.6816666666667,736.2122222222223,54.8,1.0,16.0,15.0,10.833333333333334,5.166666666666667,16.0,2.0,4.0,2.0,2.6666666666666665,0.8888888888888888,2.0,66.0,132.0,66.0,98.33333333333331,32.333333333333336,66.0,0.98,3.44,2.46,2.4933333333333336,0.9466666666666668,3.44,1.0,2.0,1.0,1.8333333333333333,0.2777777777777778,2.0,0.0,4.0,4.0,2.0,2.0,4.0,0.0,6.0,6.0,2.0,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,5.833333333333333,1.6111111111111114,6.0,0.0,1.0,1.0,0.1666666666666666,0.2777777777777778,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,4.0,4.0,1.3333333333333333,1.777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.5,1.0,2.0,9.105,16.5933333333,7.488333333299998,10.894722222216666,1.8995370370277769,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.7035542666666667,0.9380723555555556,0.0,12.0,229.0,217.0,120.5,108.5,12.0,Fe2+1 Fe3+1 Li+1 O2-3,-2,3,5,2.0816659994661326
KCoO3,Co,K,none,-1.0315514008500002,0.0,0.0,11.627832185123951,0.0,3.87397,3.87397,3.87397,90.0,90.0,90.0,0.0,Co1 K1 O3,8.0,27.0,19.0,14.0,7.2,8.0,3.0,87.0,84.0,64.4,27.12,87.0,15.9994,58.933195,42.933795,29.205939,15.847846800000005,15.9994,54.8,1768.0,1713.2,453.786,525.6856,54.8,1.0,16.0,15.0,11.6,5.279999999999999,16.0,2.0,4.0,2.0,2.8,0.96,2.0,66.0,203.0,137.0,105.4,47.28,66.0,0.82,3.44,2.62,2.604,1.0032,3.44,1.0,2.0,1.0,1.8,0.3199999999999999,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,7.0,7.0,1.4,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,8.0,5.6,1.8400000000000003,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,3.0,3.0,0.6,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,0.4,2.0,9.105,73.1066666667,64.00166666669999,22.13333333334,20.389333333343995,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5484712,1.5484712,0.30969424,0.495510784,0.0,12.0,229.0,217.0,91.8,95.76,12.0,Co0+1 K0+1 O0+3,0,0,0,0.0
ErAlO3,Al,Er,none,-3.59588556725,0.0,0.0,10.09335417903667,0.0,3.69546,3.69546,3.69546,90.0,90.0,90.0,0.0,Al1 Er1 O3,8.0,68.0,60.0,21.0,18.8,8.0,35.0,87.0,52.0,73.8,15.84,87.0,15.9994,167.259,151.25959999999998,48.44774772,47.52450091199999,15.9994,54.8,1770.0,1715.2,573.5740000000001,622.5288,54.8,3.0,16.0,13.0,12.8,3.92,16.0,2.0,6.0,4.0,3.0,1.2,2.0,66.0,189.0,123.0,101.6,42.72,66.0,1.24,3.44,2.2,2.634,0.9672,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6,1.6799999999999995,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,2.4,3.84,0.0,3.0,14.0,11.0,7.0,2.8,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.2,1.12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.4,0.64,0.0,2.0,5.0,3.0,2.6,0.9600000000000002,2.0,9.105,30.585,21.48,14.876,6.925199999999999,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,91.0,94.8,12.0,Al3+1 Er3+1 O2-3,-2,3,5,2.449489742783178
GdAlO3,Al,Gd,none,-3.614480205250002,0.0,0.0,10.423563720382802,0.0,3.735328,3.735328,3.735328,90.0,90.0,90.0,0.0,Al1 Gd1 O3,8.0,64.0,56.0,20.2,17.52,8.0,27.0,87.0,60.0,72.2,18.08,87.0,15.9994,157.25,141.2506,46.44594772,44.321620912,15.9994,54.8,1586.0,1531.2,536.7740000000001,578.3688,54.8,3.0,16.0,13.0,12.8,3.92,16.0,2.0,6.0,4.0,3.0,1.2,2.0,66.0,196.0,130.0,103.0,44.4,66.0,1.2,3.44,2.24,2.6260000000000003,0.9768,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6,1.6799999999999995,4.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,7.0,7.0,1.4,2.24,0.0,3.0,10.0,7.0,6.2,1.52,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.2,1.12,2.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,7.0,7.0,1.4,2.24,0.0,2.0,16.0,14.0,5.4,4.24,2.0,9.105,32.05,22.945,15.169,7.2768,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,91.0,94.8,12.0,Al3+1 Gd3+1 O2-3,-2,3,5,2.449489742783178
HfSO,Hf,S,none,-2.905673142291667,0.0,0.0,13.565800175716538,0.0,3.576541,3.576541,6.363122,90.0,90.0,90.0,0.0,Hf1 O1 S1,8.0,72.0,64.0,32.0,26.666666666666668,8.0,45.0,88.0,43.0,73.33333333333333,18.88888888888889,45.0,15.9994,178.49,162.4906,75.51813333333334,68.64791111111111,15.9994,54.8,2506.0,2451.2,983.0533333333334,1015.2977777777778,54.8,4.0,16.0,12.0,12.0,5.333333333333333,4.0,2.0,6.0,4.0,3.6666666666666665,1.5555555555555554,2.0,66.0,175.0,109.0,115.33333333333331,39.77777777777778,66.0,1.3,3.44,2.14,2.44,0.7599999999999999,1.3,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,0.0,0.0,2.0,2.0,0.6666666666666666,0.8888888888888888,0.0,0.0,14.0,14.0,4.666666666666667,6.222222222222222,0.0,6.0,18.0,12.0,10.0,5.333333333333333,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,0.0,0.0,8.0,8.0,2.6666666666666665,3.555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,4.0,2.6666666666666665,2.0,9.105,25.786875,16.681874999999998,19.030625,6.6170833333333325,9.105,0.0,2.202,2.202,0.734,0.9786666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,92.0,68.0,12.0,Hf4+1 O2-1 S2-1,-2,4,6,2.8284271247461903
Mn(PtO2)3,Mn,Pt,none,-1.189725519043104,0.0,0.0,11.463192782000773,0.0,3.19658112,6.161098802056757,6.161102489034323,109.13998508219905,90.0,90.0,0.0,Mn1 O6 Pt3,8.0,78.0,70.0,30.7,28.379999999999995,8.0,52.0,87.0,35.0,76.3,12.84,87.0,15.9994,195.084,179.0846,73.61864449999999,72.87921329999999,15.9994,54.8,2041.4,1986.6,797.2,890.8800000000001,54.8,7.0,16.0,9.0,13.3,3.24,16.0,2.0,6.0,4.0,3.4,1.6799999999999995,2.0,66.0,139.0,73.0,94.3,33.96,66.0,1.55,3.44,1.89,2.903,0.6444,3.44,1.0,2.0,1.0,1.7,0.42,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,9.0,9.0,3.2,3.8400000000000007,0.0,0.0,14.0,14.0,4.2,5.880000000000001,0.0,6.0,24.0,18.0,11.5,7.5,6.0,0.0,1.0,1.0,0.3,0.4199999999999999,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,5.0,5.0,0.8,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,2.3,0.5399999999999998,2.0,9.105,15.02,5.914999999999999,11.01775862069,2.401344827585999,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,0.000310120689655,3.10120689655e-05,5.58217241379e-05,0.0,12.0,225.0,213.0,96.4,101.28,12.0,Mn2+1 O2-6 Pt2+1 Pt4+2,-2,4,6,2.5298221281347035
Mg(Ag2O3)2,Ag,Mg,none,-0.6894574017424246,0.0,0.0,13.852303938499396,0.0,4.067046959361142,6.185776222781881,7.329644568727807,80.21875104989047,69.47684305395019,61.92794673962771,0.0,Ag4 Mg1 O6,8.0,47.0,39.0,22.545454545454547,17.785123966942148,8.0,65.0,87.0,22.0,77.27272727272727,10.611570247933884,87.0,15.9994,107.8682,91.8688,50.16129090909092,41.9686611570248,15.9994,54.8,1234.93,1180.13,562.8654545454546,554.2532231404958,54.8,2.0,16.0,14.0,12.909090909090908,3.3719008264462813,16.0,2.0,5.0,3.0,3.1818181818181817,1.322314049586777,2.0,66.0,145.0,79.0,101.54545454545456,38.77685950413223,66.0,1.31,3.44,2.13,2.697272727272728,0.8102479338842976,3.44,1.0,2.0,1.0,1.6363636363636365,0.4628099173553718,2.0,0.0,4.0,4.0,2.1818181818181817,1.9834710743801656,4.0,0.0,10.0,10.0,3.636363636363636,4.628099173553719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,9.0,7.454545454545454,2.5785123966942147,6.0,0.0,1.0,1.0,0.3636363636363636,0.4628099173553719,0.0,0.0,2.0,2.0,1.0909090909090908,0.9917355371900828,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.4545454545454546,0.5950413223140495,2.0,9.105,22.89,13.785,12.985454545454546,4.233223140495867,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,106.0,102.54545454545456,12.0,Ag+1 Ag3+3 Mg2+1 O2-6,-2,3,5,2.256304299271065
V(WO4)2,V,W,none,-2.124279827272726,0.0,0.0,15.009681691868323,0.0,4.948661,5.258455326276054,6.997398692843577,109.22394596534292,91.19254337548468,104.8256391766782,0.0,O8 V1 W2,8.0,74.0,66.0,21.363636363636363,19.43801652892562,8.0,46.0,87.0,41.0,76.72727272727273,14.942148760330577,87.0,15.9994,183.84,167.8406,49.69242727272728,49.00803966942149,15.9994,54.8,3695.0,3640.2,910.1272727272728,1244.112396694215,54.8,5.0,16.0,11.0,13.181818181818182,4.099173553719009,16.0,2.0,6.0,4.0,2.909090909090909,1.322314049586777,2.0,66.0,162.0,96.0,91.36363636363636,36.89256198347107,66.0,1.63,3.44,1.81,3.0790909090909087,0.5249586776859506,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.909090909090909,1.586776859504132,4.0,0.0,4.0,4.0,1.0,1.4545454545454546,0.0,0.0,14.0,14.0,2.5454545454545454,4.1652892561983474,0.0,5.0,20.0,15.0,8.454545454545455,4.198347107438017,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.4545454545454546,0.793388429752066,2.0,0.0,7.0,7.0,1.7272727272727273,2.512396694214876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,3.1818181818181817,1.7190082644628095,2.0,9.105,16.05,6.945,10.722727272727274,2.35305785123967,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,71.18181818181819,86.08264462809917,12.0,O2-8 V4+1 W6+2,-2,6,8,3.302891295379082
Sr2UO4,Sr,U,none,-3.2660953383333333,0.0,0.0,18.015353582671104,0.0,7.174655192077318,7.174655192077318,7.174655192077318,144.12924355485245,144.12924355485245,51.6340718663315,0.0,O4 Sr2 U1,8.0,92.0,84.0,28.571428571428573,23.51020408163265,8.0,8.0,87.0,79.0,54.85714285714285,36.73469387755102,87.0,15.9994,238.02891,222.02951,68.18093,59.63603428571429,15.9994,54.8,1408.0,1353.2,532.4571428571428,545.8938775510204,54.8,2.0,16.0,14.0,10.142857142857142,6.6938775510204085,16.0,2.0,7.0,5.0,3.571428571428572,1.7959183673469388,2.0,66.0,196.0,130.0,121.42857142857144,63.3469387755102,66.0,0.95,3.44,2.49,2.434285714285714,1.1493877551020408,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.2857142857142856,1.959183673469388,4.0,0.0,1.0,1.0,0.1428571428571428,0.2448979591836735,0.0,0.0,3.0,3.0,0.4285714285714285,0.7346938775510203,0.0,2.0,6.0,4.0,4.857142857142857,1.63265306122449,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.1428571428571428,0.979591836734694,2.0,0.0,9.0,9.0,1.2857142857142858,2.204081632653061,0.0,0.0,11.0,11.0,1.5714285714285714,2.693877551020408,0.0,0.0,20.0,20.0,4.0,4.571428571428571,2.0,9.105,54.23,45.125,23.55785714285714,17.526938775510203,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,80.14285714285714,82.77551020408161,12.0,O2-4 Sr2+2 U4+1,-2,4,6,2.390457218668787
