formula,atom a,atom b,lowest distortion,e_form,e_hull,mu_b,vpa,gap pbe,a,b,c,alpha,beta,gamma,e_form oxygen,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,composition_oxid,minimum oxidation state,maximum oxidation state,range oxidation state,std_dev oxidation state
Er4Sb2O,Er,Sb,none,-1.5029906,0.14087959,4.62e-05,23.807035440829416,0.0,4.44665397,4.44665397,8.995639395219069,104.30928730189176,104.30928730189176,90.0,0.0,Er4 O1 Sb2,8.0,68.0,60.0,54.57142857142857,15.346938775510203,68.0,35.0,87.0,52.0,56.71428571428572,24.816326530612248,35.0,15.9994,167.259,151.25959999999998,132.65077142857143,39.55226122448979,167.259,54.8,1770.0,1715.2,1277.48,562.88,1770.0,3.0,16.0,13.0,8.285714285714286,6.040816326530613,3.0,2.0,6.0,4.0,5.142857142857143,0.979591836734694,6.0,66.0,189.0,123.0,157.14285714285714,36.40816326530612,189.0,1.24,3.44,2.2,1.7857142857142858,0.6236734693877549,1.24,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,1.4285714285714286,1.6326530612244896,0.0,0.0,10.0,10.0,2.857142857142857,4.081632653061225,0.0,0.0,12.0,12.0,6.857142857142857,5.877551020408164,12.0,6.0,15.0,9.0,13.142857142857142,2.0408163265306127,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.1428571428571428,1.3061224489795915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.1428571428571428,0.979591836734694,2.0,2.0,3.0,1.0,2.2857142857142856,0.4081632653061224,2.0,9.105,31.56,22.455,27.795,5.340000000000002,30.585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,160.0,42.285714285714285,194.0,Er0+4 O0+1 Sb0+2,0,0,0,0.0
InO2F,F,In,none,-1.1728852,0.64934915,-1.7e-06,12.442800997940854,0.0,3.58040123,3.58040123,8.167360292630825,77.33855997231264,77.33855997231264,90.0,0.0,F1 In1 O2,8.0,49.0,41.0,18.5,15.25,8.0,75.0,93.0,18.0,85.5,5.25,87.0,15.9994,114.818,98.8186,41.4538008,36.6820996,15.9994,53.5,429.75,376.25,148.2125,140.76875,54.8,13.0,17.0,4.0,15.5,1.25,16.0,2.0,5.0,3.0,2.75,1.125,2.0,57.0,142.0,85.0,82.75,29.625,66.0,1.78,3.98,2.2,3.16,0.69,3.44,2.0,2.0,0.0,2.0,0.0,2.0,1.0,5.0,4.0,3.5,1.25,4.0,0.0,10.0,10.0,2.5,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,7.0,8.0,2.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.5,1.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.5,1.25,2.0,9.105,24.26,15.155,13.044375,5.6078125000000005,9.105,0.0,1.97,1.97,0.4925,0.73875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,139.0,127.0,44.5,47.25,12.0,F0+1 In0+1 O0+2,0,0,0,0.0
Sr3TlO,Sr,Tl,none,-1.0708158,0.3498657,2.3582587,34.34389262336744,0.0,9.903715826694196,9.903715826694196,9.903715826694196,60.00000000000001,60.00000000000001,60.00000000000001,0.0,O1 Sr3 Tl1,8.0,81.0,73.0,40.6,16.160000000000004,38.0,8.0,87.0,79.0,37.4,35.279999999999994,8.0,15.9994,204.3833,188.3839,96.64854,43.093904,87.62,54.8,1050.0,995.2,756.36,352.36800000000005,1050.0,2.0,16.0,14.0,7.0,6.0,2.0,2.0,6.0,4.0,4.6,1.0400000000000005,5.0,66.0,195.0,129.0,159.2,42.96,195.0,0.95,3.44,2.49,1.582,0.7584,0.95,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,1.0,1.2,0.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,14.0,14.0,2.8,4.48,0.0,2.0,27.0,25.0,7.8,7.68,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.4,1.6799999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.4,1.6799999999999995,0.0,9.105,54.23,45.125,39.741,17.3868,54.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,176.2,65.68,225.0,O0+1 Sr0+3 Tl0+1,0,0,0,0.0
BiC2O,Bi,C,none,1.9358035,2.6526525,0.0,14.106367074888544,0.0,4.49441254,4.49441254,6.427414460954753,69.5354153756194,69.5354153756194,90.0,0.0,Bi1 C2 O1,6.0,83.0,77.0,25.75,28.625,6.0,77.0,87.0,10.0,81.75,4.75,77.0,12.0107,208.9804,196.9697,62.2503,73.36505,12.0107,54.8,3823.0,3768.2,2061.3,1761.7,3823.0,14.0,16.0,2.0,14.75,0.75,14.0,2.0,6.0,4.0,3.0,1.5,2.0,66.0,148.0,82.0,91.5,28.25,76.0,2.02,3.44,1.42,2.64,0.3999999999999999,2.55,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,2.75,0.75,2.0,0.0,10.0,10.0,2.5,3.75,0.0,0.0,14.0,14.0,3.5,5.25,0.0,4.0,29.0,25.0,10.75,9.125,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.25,0.75,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.25,0.75,4.0,5.64,32.95,27.31,13.333750000000002,9.808125,5.64,0.0,4.496,4.496,2.248,2.248,4.496,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,103.0,91.0,194.0,Bi3+1 C3+1 C4-1 O2-1,-4,3,7,3.082207001484488
Fe2Sb2O7,Fe,Sb,none,-1.613458,0.2594463,16.465258,12.157216452324354,0.0,7.231980990790261,7.231980990790261,7.231980990790261,60.00000000000001,60.00000000000001,60.00000000000001,0.0,Fe2 O7 Sb2,8.0,51.0,43.0,19.09090909090909,14.11570247933884,8.0,55.0,87.0,32.0,80.81818181818181,9.388429752066118,87.0,15.9994,121.76,105.7606,42.473254545454544,33.69399669421488,15.9994,54.8,1811.0,1756.2,528.4690909090909,602.851570247934,54.8,8.0,16.0,8.0,14.363636363636363,2.31404958677686,16.0,2.0,5.0,3.0,2.909090909090909,1.15702479338843,2.0,66.0,139.0,73.0,91.27272727272728,32.16528925619835,66.0,1.83,3.44,1.61,2.894545454545454,0.694214876033058,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,3.090909090909091,1.15702479338843,4.0,0.0,10.0,10.0,2.909090909090909,3.7024793388429753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,9.0,8.0,2.5454545454545454,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.818181818181818,0.6611570247933884,2.0,0.0,4.0,4.0,0.7272727272727273,1.1900826446280992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.5454545454545454,0.6942148760330578,2.0,9.105,31.56,22.455,13.483181818181816,6.5733884297520655,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.3837568727272727,0.6279657917355372,0.0,12.0,229.0,217.0,79.45454545454545,85.85123966942149,12.0,Fe3+2 O2-7 Sb3+1 Sb5+1,-2,5,7,2.696799449852968
AgBrO3,Ag,Br,none,-0.32636142,0.13286574,0.0,17.646475531296574,2.676,4.020081416697653,5.75442054,7.772085699089637,90.0,78.95757938190992,90.0,0.0,Ag1 Br1 O3,8.0,47.0,39.0,21.2,15.839999999999998,8.0,65.0,95.0,30.0,84.2,7.679999999999998,87.0,15.9994,107.8682,91.8688,47.15408,37.385616,15.9994,54.8,1234.93,1180.13,333.026,360.7616,54.8,11.0,17.0,6.0,15.2,1.6800000000000004,16.0,2.0,5.0,3.0,3.0,1.2,2.0,66.0,145.0,79.0,92.6,31.92,66.0,1.93,3.44,1.51,3.0420000000000003,0.4775999999999999,3.44,1.0,2.0,1.0,1.8,0.3199999999999999,2.0,0.0,5.0,5.0,3.4,1.36,4.0,0.0,10.0,10.0,4.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,17.0,11.0,9.2,3.84,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.4,0.72,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.6,0.48,2.0,9.105,29.48,20.375,14.625,6.624,9.105,0.0,1.457,1.457,0.2914,0.46624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,65.0,64.0,12.0,Ag+1 Br5+1 O2-3,-2,5,7,2.756809750418044
Sc3SbO,Sb,Sc,none,-1.6266955,0.16800353,1.3e-06,17.658759844464903,0.0,4.45290471,4.45290471,4.45290471,90.0,90.0,90.0,0.0,O1 Sb1 Sc3,8.0,51.0,43.0,24.4,10.64,21.0,11.0,87.0,76.0,41.0,36.0,11.0,15.9994,121.76,105.7606,54.52542719999999,26.89382912,44.955912,54.8,1814.0,1759.2,1280.116,640.6608,1814.0,3.0,16.0,13.0,8.0,6.0,3.0,2.0,5.0,3.0,3.8,0.7200000000000001,4.0,66.0,170.0,104.0,143.0,32.4,170.0,1.36,3.44,2.08,1.914,0.6648,1.36,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,1.4,1.6799999999999995,0.0,0.0,10.0,10.0,2.6,2.96,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,12.0,6.0,3.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.2,0.0,0.0,9.0,9.0,5.4,4.32,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,6.4,3.12,9.0,9.105,31.56,22.455,21.474,4.9476,22.235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.35e-06,6.35e-06,3.81e-06,3.048e-06,6.35e-06,12.0,194.0,182.0,152.0,56.0,194.0,O0+1 Sb0+1 Sc0+3,0,0,0,0.0
In2AuO,Au,In,none,-0.26734546,0.6989821,-0.3906463,18.82677858881166,0.0,4.740058134325477,4.740058134325477,4.740058134325477,60.00000000000001,60.00000000000001,60.00000000000001,0.0,Au1 In2 O1,8.0,79.0,71.0,46.25,19.125,49.0,66.0,87.0,21.0,75.75,5.625,75.0,15.9994,196.966569,180.967169,110.65049225,47.325546125,114.818,54.8,1337.33,1282.53,562.9075,387.21125,429.75,11.0,16.0,5.0,13.25,1.375,13.0,2.0,6.0,4.0,4.5,1.25,5.0,66.0,142.0,76.0,121.5,27.75,142.0,1.78,3.44,1.66,2.385,0.605,1.78,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,1.5,1.25,1.0,0.0,10.0,10.0,7.5,3.75,10.0,0.0,14.0,14.0,3.5,5.25,0.0,6.0,25.0,19.0,14.25,5.375,13.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,5.0,5.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,3.25,1.75,5.0,9.105,24.26,15.155,18.58125,5.678750000000001,24.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,128.75,58.375,139.0,Au0+1 In0+2 O0+1,0,0,0,0.0
NdDyO3,Dy,Nd,none,-3.8521955,0.04697124,0.0,15.713061279682767,4.1223,6.159012139754021,6.159012138203359,6.159012139045897,57.87128469977035,57.871284731204064,57.87128469893198,0.0,Dy1 Nd1 O3,8.0,66.0,58.0,30.0,26.4,8.0,19.0,87.0,68.0,62.2,29.76,87.0,15.9994,162.5,146.5006,70.94803999999999,65.938368,15.9994,54.8,1685.0,1630.2,628.6800000000001,688.6560000000001,54.8,3.0,16.0,13.0,10.8,6.24,16.0,2.0,6.0,4.0,3.6,1.9200000000000004,2.0,66.0,201.0,135.0,118.2,62.64000000000001,66.0,1.14,3.44,2.3,2.536,1.0848,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,2.8,3.3599999999999994,0.0,6.0,12.0,6.0,7.2,1.9200000000000004,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,2.8,3.3599999999999994,0.0,2.0,10.0,8.0,4.0,2.4,2.0,9.105,34.81,25.705,18.673,11.4816,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,84.8,87.35999999999999,12.0,Dy3+1 Nd3+1 O2-3,-2,3,5,2.449489742783178
Ge3NO,Ge,N,none,0.63606596,1.3643922,0.0,16.709004308125223,0.0,4.37159773,4.37159773,4.37159773,90.0,90.0,90.0,0.0,Ge3 N1 O1,7.0,32.0,25.0,22.2,11.76,32.0,79.0,87.0,8.0,81.2,2.640000000000001,79.0,14.0067,72.64,58.6333,49.58522000000001,27.665736,72.64,54.8,1211.4,1156.6,750.4100000000001,553.188,1211.4,14.0,16.0,2.0,14.6,0.72,14.0,2.0,4.0,2.0,3.2,0.96,4.0,66.0,120.0,54.0,99.4,24.72,120.0,2.01,3.44,1.4300000000000002,2.502,0.5904,2.01,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,2.6,0.72,2.0,0.0,10.0,10.0,6.0,4.8,10.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,9.0,10.6,4.08,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.4,0.72,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.4,0.72,4.0,9.105,23.005,13.9,18.57775,5.312699999999999,23.005,0.0,6.437,6.437,1.5172,1.9679200000000008,0.383,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,176.2,65.68,225.0,Ge0+3 N0+1 O0+1,0,0,0,0.0
